month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep_m,act_dep_m,sch_arr_m,temp,dew,hum,wind,w_spd,gust,pres,cond,sch_dep,sch_arr,TAXI_OUT
12,10,1,3,55,-9,227,2586,960,951,1187,38,20,48,NNW,10,0,30.12,Fair,35,35,17
12,10,1,4,55,-6,231,2586,1050,1044,1281,36,19,50,NNW,8,0,30.13,Fair,34,31,23
12,10,1,4,55,-3,244,2586,1170,1167,1414,34,20,56,NNE,7,0,30.15,Fair,49,29,29
12,10,1,3,55,-7,231,2586,1200,1193,1431,34,20,56,NNE,7,0,30.15,Fair,49,29,17
12,10,1,3,55,4,215,2586,1309,1313,84,34,19,54,N,10,0,30.17,Fair,29,29,16
12,11,2,4,55,-5,239,2586,420,415,659,28,22,78,N,6,0,30.17,Fair,19,24,25
12,11,2,3,55,-6,218,2586,425,419,643,28,22,78,N,6,0,30.17,Fair,19,24,37
12,11,2,4,55,-1,244,2586,495,494,739,29,24,82,NNE,7,0,30.16,Fair,46,18,26
12,11,2,3,55,-8,226,2586,540,532,766,34,27,75,N,6,0,30.15,Fair,46,18,15
12,11,2,4,55,-4,243,2586,565,561,808,34,27,75,N,6,0,30.15,Fair,42,25,14
12,11,2,4,55,-2,234,2586,680,678,914,38,25,60,CALM,0,0,30.14,Partly Cloudy,29,15,20
12,11,2,3,55,-4,217,2586,685,681,902,38,25,60,CALM,0,0,30.14,Partly Cloudy,29,15,30
12,11,2,4,55,0,244,2586,940,940,1184,39,28,65,SW,5,0,30,Fair,34,34,21
12,11,2,3,55,-4,227,2586,960,956,1187,37,29,73,S,3,0,29.98,Fair,34,34,23
12,11,2,4,55,-2,231,2586,1030,1028,1261,36,29,76,S,5,0,29.97,Fair,30,29,16
12,11,2,4,55,-3,244,2586,1170,1167,1414,35,31,85,WSW,8,0,29.97,Fair,46,28,60
12,11,2,3,55,-9,231,2586,1200,1191,1431,35,31,85,WSW,8,0,29.97,Fair,46,28,32
12,11,2,3,55,-5,215,2586,1309,1304,84,36,24,62,WSW,12,0,29.96,Fair,30,26,34
12,12,3,4,55,10,239,2586,420,430,659,33,23,66,WNW,15,22,30.07,Fair,38,25,12
12,12,3,3,55,-7,218,2586,425,418,643,33,23,66,WNW,15,22,30.07,Fair,19,25,19
12,12,3,4,55,-4,244,2586,495,491,739,34,24,67,WNW,13,0,30.08,Fair,47,19,22
12,12,3,3,55,-5,226,2586,540,535,766,37,24,59,WNW,14,21,30.12,Fair,47,19,14
12,12,3,4,55,-3,243,2586,565,562,808,37,24,59,WNW,14,21,30.12,Fair,41,24,16
12,12,3,4,55,7,234,2586,680,687,914,40,26,58,NW,18,0,30.13,Partly Cloudy,30,15,23
12,12,3,3,55,51,217,2586,685,736,902,40,25,55,WNW,14,0,30.13,Partly Cloudy,23,28,14
12,12,3,4,55,-5,244,2586,940,935,1184,39,24,55,W,12,0,30.14,Mostly Cloudy,34,33,22
12,12,3,3,55,8,227,2586,960,968,1187,39,24,55,NW,13,0,30.15,Mostly Cloudy,30,40,15
12,12,3,4,55,-9,231,2586,1025,1016,1256,38,24,57,NW,13,0,30.18,Mostly Cloudy,30,40,33
12,12,3,4,55,-5,244,2586,1170,1165,1414,37,23,57,NNW,6,0,30.23,Mostly Cloudy,46,27,25
12,12,3,3,55,-5,231,2586,1200,1195,1431,37,23,57,NNW,6,0,30.23,Mostly Cloudy,46,27,23
12,12,3,3,55,-7,215,2586,1309,1302,84,35,24,64,ENE,5,0,30.23,Mostly Cloudy,27,27,22
12,13,4,4,55,-5,239,2586,420,415,659,33,22,64,ENE,12,0,30.37,Cloudy,19,25,32
12,13,4,3,55,-8,218,2586,425,417,643,33,22,64,ENE,12,0,30.37,Cloudy,19,25,21
12,13,4,4,55,-7,244,2586,495,488,739,34,24,67,ENE,13,0,30.39,Light Rain,51,20,71
12,13,4,3,55,-9,226,2586,540,531,766,34,24,67,ENE,13,0,30.39,Cloudy,51,20,26
12,13,4,4,55,-10,243,2586,565,555,808,34,25,70,ENE,12,0,30.4,Light Snow,41,25,23
12,13,4,4,55,-4,234,2586,680,676,914,36,30,79,ENE,10,0,30.42,Wintry Mix,32,18,35
12,13,4,3,55,-7,217,2586,685,678,902,36,30,79,ENE,10,0,30.42,Wintry Mix,32,18,30
12,13,4,4,55,-3,244,2586,940,937,1184,39,37,93,NNE,9,0,30.42,Light Rain,35,34,38
12,13,4,3,55,-6,227,2586,960,954,1187,38,37,97,N,12,0,30.44,Rain,35,34,32
12,13,4,4,55,-1,231,2586,1025,1024,1256,40,39,97,N,6,0,30.45,Cloudy,34,32,28
12,13,4,4,55,1,244,2586,1170,1171,1414,42,40,92,CALM,0,0,30.46,Cloudy,48,30,64
12,13,4,3,55,-6,231,2586,1200,1194,1431,42,40,92,CALM,0,0,30.46,Cloudy,48,30,37
12,13,4,3,55,11,215,2586,1309,1320,84,42,40,92,ENE,8,0,30.47,Cloudy,25,32,29
12,14,5,4,55,-5,239,2586,420,415,659,44,41,89,E,9,0,30.47,Mostly Cloudy,19,28,20
12,14,5,3,55,-6,218,2586,425,419,643,44,41,89,E,9,0,30.47,Mostly Cloudy,19,28,23
12,14,5,4,55,-12,244,2586,495,483,739,43,41,93,ENE,3,0,30.48,Mostly Cloudy,50,20,32
12,14,5,3,55,-5,226,2586,540,535,766,44,41,89,ENE,8,0,30.49,Mostly Cloudy,50,20,23
12,14,5,4,55,-4,243,2586,565,561,808,44,41,89,ENE,8,0,30.49,Mostly Cloudy,42,25,16
12,14,5,4,55,-1,234,2586,680,679,914,48,43,83,ESE,8,0,30.46,Mostly Cloudy,32,15,32
12,14,5,3,55,-4,217,2586,685,681,902,48,43,83,ESE,8,0,30.46,Mostly Cloudy,32,15,34
12,14,5,4,55,91,244,2586,940,1031,1184,49,47,93,ESE,9,0,30.35,Light Rain,35,32,33
12,14,5,3,55,-4,227,2586,960,956,1187,49,46,90,SE,9,0,30.37,Cloudy,35,33,15
12,14,5,4,55,129,231,2586,1050,1179,1281,48,48,10,SE,7,0,30.34,Light Rain,48,28,34
12,14,5,4,55,45,244,2586,1170,1215,1414,48,48,10,SE,7,0,30.34,Light Rain,31,47,33
12,14,5,3,55,104,231,2586,1200,1304,1431,47,47,10,SSE,5,0,30.31,Light Rain,32,30,23
12,14,5,3,55,-2,215,2586,1309,1307,84,47,47,10,SSE,5,0,30.31,Light Rain,32,30,28
12,15,6,4,55,-5,236,2586,495,490,731,49,49,10,ESE,5,0,30.15,Cloudy,47,17,31
12,15,6,3,55,-2,226,2586,540,538,766,49,49,10,NE,6,0,30.17,Cloudy,47,17,21
12,15,6,4,55,-10,230,2586,680,670,910,49,49,10,NNE,13,0,30.14,Cloudy,30,13,21
12,15,6,3,55,-1,217,2586,685,684,902,49,49,10,NNE,13,0,30.14,Cloudy,30,13,26
12,15,6,4,55,19,239,2586,940,959,1179,52,47,83,NNE,12,0,30.08,Cloudy,33,34,32
12,15,6,3,55,-4,227,2586,960,956,1187,52,47,83,NNE,12,0,30.08,Cloudy,33,34,33
12,15,6,4,55,-1,240,2586,1170,1169,1410,51,41,68,NNE,15,0,30.12,Cloudy,48,28,25
12,15,6,3,55,-5,231,2586,1200,1195,1431,51,41,68,NNE,15,0,30.12,Cloudy,48,28,37
12,16,7,4,55,-7,239,2586,420,413,659,41,40,96,ENE,22,28,30.02,Light Rain / Windy,21,29,20
12,16,7,3,55,-10,218,2586,425,415,643,41,40,96,ENE,22,28,30.02,Light Rain / Windy,21,29,32
12,16,7,4,55,-4,244,2586,495,491,739,41,40,96,NE,20,29,30.01,Light Rain,49,18,31
12,16,7,3,55,-2,226,2586,540,538,766,41,41,10,NE,17,0,30,Cloudy,49,18,37
12,16,7,4,55,1,243,2586,570,571,813,41,41,10,NE,17,0,30,Cloudy,38,19,27
12,16,7,4,55,16,234,2586,680,696,914,42,41,96,NE,18,26,29.95,Cloudy,32,15,21
12,16,7,3,55,259,217,2586,685,944,902,41,41,10,NNE,13,25,29.81,Light Rain,36,36,35
12,16,7,4,55,0,244,2586,940,940,1184,42,41,96,NNE,15,0,29.82,Rain,36,36,37
12,16,7,3,55,-1,227,2586,960,959,1187,41,41,10,NNE,13,25,29.81,Light Rain,36,36,116
12,16,7,4,55,45,231,2586,1050,1095,1281,41,40,96,NNE,16,0,29.8,Light Rain,37,41,31
12,16,7,4,55,54,244,2586,1170,1224,1414,40,39,97,N,21,26,29.78,Light Rain / Windy,30,48,46
12,16,7,3,55,122,231,2586,1200,1322,1431,38,37,97,N,23,30,29.77,Light Rain / Windy,27,30,23
12,16,7,3,55,119,215,2586,1309,1428,84,37,36,96,N,20,0,29.77,Rain,18,21,31
12,17,1,4,55,1,239,2586,420,421,659,40,36,86,NW,15,0,29.76,Mostly Cloudy,40,26,29
12,17,1,3,55,-6,218,2586,425,419,643,40,36,86,NW,15,0,29.76,Mostly Cloudy,19,27,22
12,17,1,4,55,3,244,2586,495,498,739,40,36,86,NW,14,0,29.76,Mostly Cloudy,50,21,47
12,17,1,3,55,-1,226,2586,540,539,766,41,35,79,WNW,10,0,29.75,Mostly Cloudy,50,21,31
12,17,1,4,55,-5,243,2586,565,560,808,41,35,79,WNW,10,0,29.75,Mostly Cloudy,41,28,27
12,17,1,4,55,-5,234,2586,680,675,914,46,37,71,W,17,0,29.71,Mostly Cloudy,33,16,22
12,17,1,3,55,-11,217,2586,685,674,902,46,37,71,W,17,0,29.71,Mostly Cloudy,33,16,19
12,17,1,4,55,-1,244,2586,940,939,1184,46,28,50,WNW,22,43,29.68,Mostly Cloudy / Windy,35,35,31
12,17,1,3,55,-7,227,2586,960,953,1187,45,27,49,WNW,29,37,29.69,Mostly Cloudy / Windy,35,35,34
12,17,1,4,55,5,231,2586,1050,1055,1281,44,26,49,NW,22,30,29.73,Cloudy / Windy,35,31,27
12,17,1,4,55,-4,244,2586,1170,1166,1414,43,26,51,WNW,20,36,29.77,Cloudy,49,28,43
12,17,1,3,55,19,231,2586,1200,1219,1431,43,26,51,WNW,20,36,29.77,Cloudy,29,47,46
12,17,1,3,55,-4,215,2586,1309,1305,84,43,25,49,WNW,21,29,29.78,Cloudy / Windy,32,29,20
12,18,2,4,55,2,239,2586,420,422,659,33,15,48,NW,28,41,29.93,Fair / Windy,40,25,25
12,18,2,3,55,-7,218,2586,425,418,643,33,15,48,NW,28,41,29.93,Fair / Windy,20,25,23
12,18,2,4,55,-2,244,2586,495,493,739,32,16,52,NNW,24,32,29.97,Fair / Windy,49,20,33
12,18,2,3,55,-4,226,2586,540,536,766,32,15,50,NNW,22,32,30,Partly Cloudy / Windy,49,20,21
12,18,2,4,55,0,243,2586,565,565,808,32,15,50,NNW,22,32,30,Partly Cloudy / Windy,42,25,18
12,18,2,4,55,-4,234,2586,680,676,914,34,14,44,NNW,26,33,30.03,Fair / Windy,29,15,30
12,18,2,3,55,-3,217,2586,685,682,902,34,14,44,NNW,26,33,30.03,Fair / Windy,29,15,29
12,18,2,4,55,-4,244,2586,940,936,1184,36,14,41,NW,16,23,30.05,Fair,34,34,33
12,18,2,3,55,-3,227,2586,960,957,1187,35,15,44,W,18,25,30.08,Fair,34,34,31
12,18,2,4,55,-2,231,2586,1030,1028,1261,34,15,46,NW,16,0,30.11,Fair,34,30,19
12,18,2,4,55,-5,244,2586,1170,1165,1414,33,14,46,NW,17,0,30.14,Fair,47,29,14
12,18,2,3,55,-7,231,2586,1200,1193,1431,33,14,46,NW,17,0,30.14,Fair,47,29,17
12,18,2,3,55,-1,215,2586,1309,1308,84,31,15,52,NW,18,0,30.14,Fair,32,26,23
12,19,3,4,55,12,239,2586,420,432,659,27,17,66,WNW,7,0,30.18,Fair,40,27,18
12,19,3,3,55,-5,218,2586,425,420,643,27,17,66,WNW,7,0,30.18,Fair,40,27,17
12,19,3,4,55,9,244,2586,495,504,739,28,19,69,WNW,8,0,30.18,Partly Cloudy,52,22,16
12,19,3,3,55,-4,226,2586,540,536,766,31,19,61,N,5,0,30.19,Partly Cloudy,52,22,11
12,19,3,4,55,-1,243,2586,565,564,808,31,19,61,N,5,0,30.19,Partly Cloudy,41,24,11
12,19,3,4,55,-6,234,2586,680,674,914,35,21,57,SW,8,0,30.18,Fair,30,17,22
12,19,3,3,55,-9,217,2586,685,676,902,35,21,57,SW,8,0,30.18,Fair,30,17,22
12,19,3,4,55,-3,244,2586,940,937,1184,39,24,55,SW,9,0,30.1,Mostly Cloudy,33,34,18
12,19,3,3,55,-10,227,2586,960,950,1187,39,24,55,SW,9,0,30.1,Mostly Cloudy,33,34,24
12,19,3,4,55,0,231,2586,1025,1025,1256,38,26,62,SW,8,0,30.1,Mostly Cloudy,35,32,28
12,19,3,4,55,2,244,2586,1170,1172,1414,37,28,70,SSW,8,0,30.11,Mostly Cloudy,48,27,50
12,19,3,3,55,5,227,2586,1220,1225,7,37,28,70,SW,8,0,30.13,Partly Cloudy,31,52,37
12,19,3,3,55,-8,215,2586,1309,1301,84,37,28,70,SW,8,0,30.13,Partly Cloudy,32,28,25
12,20,4,4,55,-1,239,2586,420,419,659,33,33,10,CALM,0,0,30.13,Partly Cloudy,22,24,28
12,20,4,4,55,-4,244,2586,495,491,739,30,30,10,NNE,3,0,30.13,Mostly Cloudy,57,20,35
12,20,4,3,55,-3,232,2586,540,537,772,35,34,96,NNE,5,0,30.14,Mostly Cloudy,57,20,33
12,20,4,4,55,7,243,2586,565,572,808,35,34,96,NNE,5,0,30.14,Mostly Cloudy,43,24,28
12,20,4,4,55,2,234,2586,680,682,914,43,36,76,NE,5,0,30.1,Mostly Cloudy,32,24,27
12,20,4,3,55,97,228,2586,685,782,913,45,38,76,E,5,0,30.08,Cloudy,28,43,21
12,20,4,4,55,-3,244,2586,940,937,1184,45,42,90,E,6,0,30.04,Light Rain,35,34,22
12,20,4,3,55,-6,235,2586,960,954,1195,45,43,93,E,7,0,30.03,Cloudy,35,34,30
12,20,4,4,55,9,231,2586,1025,1034,1256,45,44,97,ENE,8,0,30.03,Light Rain,35,34,31
12,20,4,4,55,46,244,2586,1170,1216,1414,47,47,10,E,12,0,29.97,Light Rain,33,50,49
12,20,4,3,55,76,225,2586,1230,1306,15,48,48,10,E,15,0,29.94,Light Rain,37,35,49
12,20,4,3,55,-2,223,2586,1309,1307,92,48,48,10,E,15,0,29.94,Light Rain,37,35,46
12,21,5,4,55,-3,239,2586,420,417,659,56,56,10,SSE,31,40,29.47,Light Rain / Windy,23,25,30
12,21,5,4,55,0,244,2586,495,495,739,56,56,10,S,16,0,29.5,Light Rain,56,20,56
12,21,5,3,55,48,232,2586,540,588,772,54,54,10,S,15,0,29.5,Heavy Rain,45,24,38
12,21,5,4,55,-2,243,2586,565,563,808,54,54,10,S,15,0,29.5,Heavy Rain,45,24,53
12,21,5,4,55,6,234,2586,680,686,914,56,56,10,S,18,0,29.45,Rain,33,21,36
12,21,5,3,55,7,228,2586,685,692,913,56,56,10,S,18,0,29.45,Rain,33,21,33
12,21,5,4,55,-1,244,2586,940,939,1184,54,54,10,S,15,0,29.38,Light Rain,35,34,40
12,21,5,3,55,114,235,2586,960,1074,1195,53,53,10,SSE,20,0,29.32,Cloudy,36,36,34
12,21,5,4,55,71,231,2586,1050,1121,1281,54,54,10,SSE,23,33,29.28,Cloudy / Windy,38,40,47
12,21,5,4,55,18,244,2586,1170,1188,1414,54,54,10,SSE,24,33,29.27,Cloudy / Windy,48,28,70
12,21,5,3,55,10,225,2586,1230,1240,15,54,54,10,SSE,20,36,29.26,Cloudy,29,53,79
12,21,5,3,55,68,223,2586,1309,1377,92,53,53,10,SSE,23,30,29.26,Cloudy / Windy,32,33,49
12,22,6,4,55,-5,236,2586,420,415,656,49,48,97,SW,21,0,29.27,Cloudy / Windy,19,23,15
12,22,6,4,55,14,245,2586,485,499,730,46,45,96,WNW,21,30,29.36,Light Rain / Windy,57,18,20
12,22,6,3,55,5,232,2586,540,545,772,44,36,73,WNW,29,38,29.42,Mostly Cloudy / Windy,42,24,21
12,22,6,3,55,8,228,2586,685,693,913,45,32,60,W,24,33,29.51,Mostly Cloudy / Windy,31,18,25
12,22,6,4,55,-3,234,2586,685,682,919,45,32,60,W,24,33,29.51,Mostly Cloudy / Windy,31,18,26
12,22,6,4,55,0,244,2586,940,940,1184,44,30,58,WNW,25,38,29.68,Mostly Cloudy / Windy,37,37,38
12,22,6,3,55,-6,235,2586,960,954,1195,44,30,58,WNW,25,32,29.73,Mostly Cloudy / Windy,37,37,34
12,22,6,4,55,-3,231,2586,1030,1027,1261,44,30,58,WNW,20,26,29.78,Cloudy,31,37,28
12,22,6,4,55,26,244,2586,1165,1191,1409,43,29,58,WNW,26,35,29.85,Mostly Cloudy / Windy,48,31,37
12,22,6,3,55,146,225,2586,1230,1376,15,42,27,55,WNW,28,36,29.93,Mostly Cloudy / Windy,24,33,26
12,23,7,4,55,69,236,2586,420,489,656,37,24,59,WNW,10,0,30.15,Mostly Cloudy,55,18,27
12,23,7,4,55,-4,245,2586,485,481,730,37,24,59,WNW,10,0,30.15,Mostly Cloudy,55,18,23
12,23,7,3,55,-13,232,2586,540,527,772,37,24,59,WNW,10,0,30.15,Mostly Cloudy,55,18,32
12,23,7,3,55,1,228,2586,685,686,913,40,25,55,NW,8,0,30.15,Partly Cloudy,33,18,23
12,23,7,4,55,34,234,2586,685,719,919,42,25,51,W,8,0,30.13,Fair,33,18,16
12,23,7,4,55,-2,244,2586,940,938,1184,44,25,47,WNW,3,0,30.11,Partly Cloudy,38,37,27
12,23,7,3,55,-11,235,2586,960,949,1195,44,25,47,WNW,3,0,30.11,Partly Cloudy,38,37,25
12,23,7,4,55,-6,231,2586,1055,1049,1286,39,29,67,WSW,6,0,30.1,Fair,36,35,25
12,23,7,4,55,0,244,2586,1165,1165,1409,43,28,56,W,6,0,30.09,Mostly Cloudy,48,30,46
12,23,7,3,55,-5,225,2586,1230,1225,15,40,28,63,ENE,3,0,30.11,Mostly Cloudy,31,52,32
12,23,7,3,55,-8,223,2586,1309,1301,92,40,28,63,ENE,3,0,30.11,Mostly Cloudy,37,33,23
12,24,1,4,55,-1,236,2586,485,484,721,37,37,10,SSW,3,0,30.05,Mostly Cloudy,48,18,23
12,24,1,3,55,-6,232,2586,540,534,772,38,38,10,SW,9,0,30.07,Light Rain,48,18,14
12,24,1,4,55,-2,236,2586,575,573,811,38,37,97,WSW,9,0,30.07,Light Rain,37,24,26
12,24,1,3,55,-5,228,2586,685,680,913,40,38,93,W,10,0,30.06,Light Rain,31,20,22
12,24,1,4,55,-7,230,2586,685,678,915,40,38,93,W,10,0,30.06,Light Rain,31,20,32
12,24,1,4,55,-2,239,2586,940,938,1179,43,28,56,NW,14,0,30.03,Mostly Cloudy,31,33,28
12,24,1,3,55,13,235,2586,960,973,1195,43,29,58,W,13,0,30.04,Cloudy,26,38,22
12,24,1,4,55,-7,240,2586,1165,1158,1405,41,25,53,W,20,26,30.09,Mostly Cloudy,39,21,18
12,24,1,3,55,-4,225,2586,1230,1226,15,39,26,60,W,16,0,30.09,Mostly Cloudy,23,39,19
12,24,1,3,55,1,223,2586,1309,1310,92,39,26,60,W,16,0,30.09,Mostly Cloudy,25,25,21
12,25,2,4,55,-7,236,2586,485,478,721,34,25,70,W,12,0,30.25,Partly Cloudy,30,21,17
12,25,2,3,55,64,232,2586,540,604,772,39,24,55,NW,20,0,30.29,Partly Cloudy,23,21,22
12,25,2,4,55,-7,236,2586,575,568,811,37,25,62,WNW,10,0,30.28,Partly Cloudy,36,18,15
12,25,2,3,55,-4,228,2586,685,681,913,40,24,53,NW,20,28,30.27,Partly Cloudy,26,19,14
12,25,2,4,55,-1,239,2586,940,939,1179,41,22,47,NW,15,0,30.27,Mostly Cloudy,32,30,13
12,25,2,3,55,-4,235,2586,960,956,1195,40,22,49,W,12,0,30.28,Mostly Cloudy,32,30,18
12,25,2,4,55,-2,240,2586,1165,1163,1405,37,21,52,NW,16,0,30.32,Mostly Cloudy,43,24,27
12,25,2,3,55,45,225,2586,1230,1275,15,37,20,50,NW,17,0,30.34,Mostly Cloudy,29,24,23
12,26,3,4,55,-6,236,2586,420,414,656,34,21,59,WNW,9,0,30.46,Mostly Cloudy,23,24,21
12,26,3,3,55,-5,219,2586,439,434,658,34,21,59,WNW,9,0,30.46,Mostly Cloudy,38,30,15
12,26,3,4,55,-6,245,2586,485,479,730,36,22,57,WNW,8,0,30.48,Mostly Cloudy,38,30,23
12,26,3,3,55,-3,232,2586,540,537,772,38,25,60,W,6,0,30.5,Mostly Cloudy,54,19,20
12,26,3,4,55,11,243,2586,575,586,818,38,25,60,W,6,0,30.5,Mostly Cloudy,44,24,34
12,26,3,3,55,4,228,2586,685,689,913,39,26,60,W,10,0,30.49,Mostly Cloudy,30,19,23
12,26,3,4,55,-8,234,2586,685,677,919,39,26,60,W,10,0,30.49,Mostly Cloudy,30,19,33
12,26,3,4,55,-6,244,2586,940,934,1184,44,25,47,W,8,0,30.44,Partly Cloudy,38,32,38
12,26,3,3,55,-3,235,2586,960,957,1195,43,25,49,WNW,10,0,30.45,Partly Cloudy,38,32,32
12,26,3,4,55,-2,231,2586,1030,1028,1261,40,26,58,W,7,0,30.45,Fair,34,35,18
12,26,3,4,55,4,244,2586,1165,1169,1409,40,27,60,W,9,0,30.47,Fair,47,29,31
12,26,3,3,55,-11,225,2586,1230,1219,15,40,27,60,W,9,0,30.47,Fair,29,52,19
12,26,3,3,55,-1,223,2586,1309,1308,92,39,28,65,W,12,0,30.47,Fair,36,32,31
12,27,4,4,55,-3,236,2586,420,417,656,37,26,65,NNW,10,0,30.59,Fair,24,23,28
12,27,4,4,55,-2,245,2586,485,483,730,38,26,62,N,12,0,30.61,Fair,54,18,32
12,27,4,3,55,-5,232,2586,540,535,772,40,24,53,N,12,0,30.62,Fair,54,18,48
12,27,4,4,55,-5,243,2586,575,570,818,40,24,53,N,12,0,30.62,Fair,43,25,39
12,27,4,3,55,-5,228,2586,685,680,913,42,27,55,N,5,0,30.6,Partly Cloudy,31,22,25
12,27,4,4,55,-4,234,2586,685,681,919,42,27,55,N,5,0,30.6,Partly Cloudy,31,22,31
12,27,4,4,55,19,244,2586,940,959,1184,40,30,68,SE,10,0,30.57,Partly Cloudy,38,34,20
12,27,4,3,55,-6,235,2586,960,954,1195,40,30,68,SE,10,0,30.57,Partly Cloudy,38,34,19
12,27,4,4,55,-1,231,2586,1030,1029,1261,38,30,73,SE,7,0,30.57,Mostly Cloudy,34,35,19
12,27,4,4,55,2,244,2586,1165,1167,1409,38,32,79,ESE,6,0,30.57,Mostly Cloudy,48,30,27
12,27,4,3,55,-8,225,2586,1230,1222,15,38,32,79,ESE,5,0,30.58,Mostly Cloudy,30,50,31
12,27,4,3,55,-8,223,2586,1309,1301,92,38,32,79,ESE,5,0,30.58,Mostly Cloudy,38,33,34
12,28,5,4,55,-1,236,2586,420,419,656,46,46,10,SSE,8,0,30.27,Light Rain,23,24,34
12,28,5,4,55,8,245,2586,485,493,730,47,47,10,SE,10,0,30.22,Rain,54,18,36
12,28,5,3,55,-5,232,2586,540,535,772,50,50,10,SSE,20,24,30.2,Light Rain,54,18,49
12,28,5,4,55,38,243,2586,575,613,818,50,50,10,S,20,25,30.15,Rain,24,23,52
12,28,5,3,55,-4,228,2586,685,681,913,51,51,10,S,21,30,30.08,Rain / Windy,32,19,38
12,28,5,4,55,15,234,2586,685,700,919,51,51,10,S,21,30,30.08,Rain / Windy,32,19,68
12,28,5,4,55,19,244,2586,940,959,1184,52,52,10,S,16,0,29.91,Rain,38,32,51
12,28,5,3,55,-7,235,2586,960,953,1195,52,52,10,S,16,0,29.91,Rain,38,32,50
12,28,5,4,55,15,231,2586,1055,1070,1286,52,52,10,SSW,10,0,29.9,Light Rain,35,35,40
12,28,5,4,55,71,244,2586,1165,1236,1409,52,52,10,SSW,9,0,29.85,Fog,29,52,15
12,28,5,3,55,-3,225,2586,1230,1227,15,52,52,10,SSW,9,0,29.85,Fog,29,52,22
12,28,5,3,55,49,223,2586,1309,1358,92,51,51,10,SSW,9,0,29.82,Fog,30,32,19
12,29,6,4,55,63,236,2586,420,483,656,51,43,74,W,15,0,29.95,Fair,57,17,31
12,29,6,4,55,6,245,2586,485,491,730,51,43,74,W,15,0,29.95,Fair,57,17,29
12,29,6,3,55,49,232,2586,540,589,772,51,41,68,W,16,0,29.97,Partly Cloudy,42,23,23
12,29,6,3,55,0,228,2586,685,685,913,52,38,59,W,17,24,30,Mostly Cloudy,31,18,25
12,29,6,4,55,-10,234,2586,685,675,919,52,38,59,W,17,24,30,Mostly Cloudy,31,18,14
12,29,6,4,55,12,244,2586,940,952,1184,47,30,52,WNW,25,33,30.08,Mostly Cloudy / Windy,37,35,26
12,29,6,3,55,55,235,2586,960,1015,1195,46,29,51,NW,16,0,30.1,Mostly Cloudy,35,34,39
12,29,6,4,55,-4,231,2586,1030,1026,1261,46,29,51,NW,16,0,30.1,Mostly Cloudy,30,37,41
12,29,6,4,55,-1,244,2586,1165,1164,1409,44,29,55,WNW,14,0,30.15,Partly Cloudy,48,30,46
12,29,6,3,55,9,225,2586,1230,1239,15,44,30,58,NW,15,0,30.16,Mostly Cloudy,29,49,35
12,30,7,4,55,-5,240,2586,420,415,660,35,24,64,N,7,0,30.22,Cloudy,26,24,39
12,30,7,4,55,18,245,2586,485,503,730,35,23,61,NNE,10,0,30.24,Cloudy,55,18,16
12,30,7,3,55,-6,232,2586,540,534,772,35,24,64,NE,7,0,30.25,Cloudy,55,18,14
12,30,7,4,55,94,243,2586,575,669,818,35,27,72,VAR,3,0,30.24,Cloudy,34,19,33
12,30,7,3,55,205,228,2586,685,890,913,37,28,70,SE,3,0,30.19,Cloudy,27,45,23
12,30,7,4,55,0,234,2586,685,685,919,35,27,72,VAR,3,0,30.24,Cloudy,34,19,42
12,30,7,4,55,-1,244,2586,940,939,1184,37,30,76,SSE,6,0,30.2,Mostly Cloudy,38,36,33
12,30,7,3,55,-8,235,2586,960,952,1195,37,30,76,ESE,5,0,30.23,Mostly Cloudy,38,36,26