month,day,week,airline,ori,dep_del,taxi,sch_elp,dist,sch_dep_m,act_dep_m,wh_off,sch_arr_m,wh_on,temp,dew,hum,wind,w_spd,gust,pres,cond,sch_dep,sch_arr,arr_del,j_del
11,1,4,3,29,-3,19,211,2586,420,417,436,631,615,67,59,76,N,3,0,30.15,Mostly Cloudy,18,23,-3,0
11,1,4,2,29,-1,15,218,2586,425,424,439,643,629,67,59,76,N,3,0,30.15,Mostly Cloudy,37,24,-41,-40
11,1,4,3,29,-5,18,225,2586,495,490,508,720,702,67,59,76,N,3,0,30.14,Mostly Cloudy,47,20,-23,-18
11,1,4,2,29,-8,12,226,2586,540,532,544,766,745,76,52,43,CALM,0,0,30.12,Mostly Cloudy,47,20,-54,-46
11,1,4,3,29,-4,23,215,2586,570,566,589,785,768,76,52,43,CALM,0,0,30.12,Mostly Cloudy,38,23,-35,-31
11,1,4,2,29,-5,16,217,2586,685,680,696,902,884,82,50,33,CALM,0,0,30.07,Mostly Cloudy,37,10,-46,-41
11,1,4,3,29,-4,16,210,2586,705,701,717,915,898,79,51,38,CALM,0,0,30.06,Mostly Cloudy,37,10,-29,-25
11,1,4,3,29,1,37,223,2586,950,951,988,1173,1161,68,48,49,W,14,0,30.08,Partly Cloudy,32,30,-3,-4
11,1,4,2,29,-5,35,227,2586,960,955,990,1187,1169,68,48,49,W,14,0,30.08,Partly Cloudy,32,30,-21,-16
11,1,4,3,29,-2,33,241,2586,1165,1163,1196,1406,1391,65,50,58,W,6,0,30.12,Fair,52,28,-26,-24
11,1,4,2,29,0,55,231,2586,1200,1200,1255,1431,1418,65,50,58,W,6,0,30.12,Fair,22,43,-2,-2
11,2,5,2,29,-4,25,215,2586,1309,1305,1330,84,67,59,46,62,W,3,0,30.09,Partly Cloudy,36,27,-25,-21
11,2,5,3,29,7,22,211,2586,420,427,449,631,625,64,56,75,E,5,0,30.14,Partly Cloudy,37,27,-9,-16
11,2,5,2,29,56,45,218,2586,425,481,526,643,686,67,57,70,N,6,0,30.14,Partly Cloudy,49,19,74,18
11,2,5,3,29,-4,29,225,2586,495,491,520,720,703,68,54,61,WNW,13,0,30.15,Partly Cloudy,49,19,-5,-1
11,2,5,2,29,-1,34,226,2586,540,539,573,766,752,72,54,53,NW,7,0,30.13,Partly Cloudy,49,19,-2,-1
11,2,5,3,29,12,35,215,2586,570,582,617,785,784,68,53,59,WNW,18,0,30.11,Partly Cloudy,40,25,5,-7
11,2,5,2,29,-8,10,217,2586,685,677,687,902,881,73,52,48,W,15,0,30.07,Mostly Cloudy,35,12,-33,-25
11,2,5,3,29,-4,20,210,2586,705,701,721,915,898,70,53,55,WNW,17,0,30.06,Mostly Cloudy,35,12,-12,-8
11,2,5,3,29,-5,36,223,2586,950,945,981,1173,1155,61,51,70,WNW,14,0,30.06,Mostly Cloudy,32,29,5,10
11,2,5,2,29,-6,34,227,2586,960,954,988,1187,1168,61,51,70,WNW,14,0,30.06,Mostly Cloudy,32,29,5,11
11,2,5,3,29,34,34,241,2586,1165,1199,1233,1406,1427,62,52,70,NW,6,0,30.09,Fair,50,29,-8,-42
11,2,5,2,29,15,40,231,2586,1200,1215,1255,1431,1433,62,52,70,NW,6,0,30.09,Fair,23,40,-5,-20
11,3,6,2,29,-1,76,215,2586,1309,1308,1384,84,70,59,52,78,W,9,0,30.12,Fair,35,30,26,27
11,3,6,3,29,1,22,218,2586,495,496,518,713,701,69,53,57,NNE,3,0,30.11,Fair,43,12,-19,-20
11,3,6,2,29,-7,34,226,2586,540,533,567,766,746,69,57,65,E,5,0,30.08,Partly Cloudy,43,12,-37,-30
11,3,6,2,29,-9,16,217,2586,685,676,692,902,880,78,46,32,W,13,0,30.04,Mostly Cloudy,31,10,-45,-36
11,3,6,3,29,-5,16,205,2586,705,700,716,910,892,78,46,32,W,13,0,30.04,Mostly Cloudy,31,10,-22,-17
11,3,6,3,29,34,10,217,2586,950,984,994,1167,1188,61,50,67,WNW,7,0,30.02,Partly Cloudy,25,37,3,-31
11,3,6,2,29,-8,23,227,2586,960,952,975,1187,1166,61,50,67,WNW,7,0,30.02,Partly Cloudy,32,30,-38,-30
11,3,6,3,29,1,48,231,2586,1165,1166,1214,1396,1384,59,50,72,W,8,0,30.03,Partly Cloudy,46,27,16,15
11,3,6,2,29,10,26,231,2586,1200,1210,1236,1431,1428,59,50,72,W,8,0,30.03,Partly Cloudy,20,38,-12,-22
11,4,7,3,29,-6,19,222,2586,420,414,433,642,623,62,50,65,NW,10,0,30.03,Mostly Cloudy,19,24,-38,-32
11,4,7,2,29,-7,21,218,2586,425,418,439,643,623,62,50,65,NW,10,0,30.03,Mostly Cloudy,19,24,-30,-23
11,4,7,3,29,-8,24,230,2586,490,482,506,720,699,65,50,58,WNW,15,0,30.02,Partly Cloudy,47,18,-14,-6
11,4,7,2,29,-5,29,226,2586,540,535,564,766,748,64,48,56,WNW,16,0,30.01,Partly Cloudy,47,18,-14,-9
11,4,7,3,29,-3,34,231,2586,570,567,601,801,785,64,47,54,WNW,16,0,29.99,Mostly Cloudy,40,17,-35,-32
11,4,7,2,29,-8,19,217,2586,685,677,696,902,881,65,48,54,WNW,23,0,29.97,Mostly Cloudy / Windy,32,13,-30,-22
11,4,7,3,29,-3,15,209,2586,710,707,722,919,903,64,49,58,W,20,0,29.97,Mostly Cloudy,32,13,-23,-20
11,4,7,3,29,5,19,222,2586,950,955,974,1172,1164,61,48,62,W,23,0,29.94,Mostly Cloudy / Windy,36,34,-11,-16
11,4,7,2,29,18,21,227,2586,960,978,999,1187,1192,61,48,62,W,23,0,29.94,Mostly Cloudy / Windy,36,34,-13,-31
11,4,7,3,29,8,17,213,2586,1019,1027,1044,1232,1227,58,50,75,W,22,0,29.94,Mostly Cloudy / Windy,34,35,-9,-17
11,4,7,3,29,0,26,239,2586,1110,1110,1136,1349,1336,58,52,81,W,17,0,29.96,Fair,39,40,-24,-24
11,4,7,2,29,-1,33,231,2586,1200,1199,1232,1431,1417,56,52,87,W,16,0,29.97,Fair,49,32,-19,-18
11,5,1,3,29,-2,27,234,2586,1255,1253,1280,49,34,56,52,87,W,13,0,29.97,Fair,30,47,-46,-44
11,5,1,2,29,34,21,215,2586,1309,1343,1364,84,105,58,50,75,W,6,0,30.03,Fair,30,31,20,-14
11,5,1,3,29,-7,21,222,2586,420,413,434,642,622,63,54,72,CALM,0,0,29.98,Fair,17,22,-29,-22
11,5,1,2,29,172,26,211,2586,425,597,623,636,795,67,47,49,WNW,15,0,29.92,Fair,43,26,171,-1
11,5,1,3,29,5,41,230,2586,490,495,536,720,712,65,54,68,ENE,3,0,29.97,Fair,47,19,15,10
11,5,1,2,29,55,22,219,2586,540,595,617,759,801,67,47,49,WNW,15,0,29.92,Fair,43,26,38,-17
11,5,1,3,29,-1,23,231,2586,570,569,592,801,787,67,47,49,WNW,15,0,29.92,Fair,43,26,-33,-32
11,5,1,2,29,19,23,210,2586,685,704,727,895,901,65,46,50,W,23,0,29.90,Fair / Windy,32,14,32,13
11,5,1,3,29,-8,22,209,2586,710,702,724,919,898,65,46,50,W,23,0,29.90,Fair / Windy,32,14,-10,-2
11,5,1,3,29,7,14,222,2586,950,957,971,1172,1166,58,46,65,W,17,0,29.87,Fair,37,32,-15,-22
11,5,1,2,29,-2,24,227,2586,960,958,982,1187,1172,58,46,65,W,17,0,29.87,Fair,37,32,-20,-18
11,5,1,3,29,45,28,213,2586,1019,1064,1092,1232,1264,56,47,72,WNW,10,0,29.89,Fair,36,32,44,-1
11,5,1,3,29,44,11,239,2586,1110,1154,1165,1349,1380,53,47,80,WNW,3,0,29.92,Fair,48,28,9,-35
11,5,1,2,29,3,40,231,2586,1200,1203,1243,1431,1421,53,47,80,WNW,3,0,29.92,Fair,28,46,5,2
11,6,2,3,29,4,28,234,2586,1255,1259,1287,49,40,55,44,67,CALM,0,0,29.92,Fair,28,46,-12,-16
11,6,2,2,29,5,18,215,2586,1309,1314,1332,84,76,53,42,66,CALM,0,0,29.93,Fair,32,29,-6,-11
11,6,2,3,29,-6,36,222,2586,420,414,450,642,623,62,50,65,ENE,5,0,30.00,Fair,16,20,16,22
11,6,2,2,29,-5,34,211,2586,425,420,454,636,618,62,50,65,ENE,5,0,30.00,Fair,39,26,-3,2
11,6,2,3,29,-6,29,230,2586,490,484,513,720,701,64,50,60,NE,7,0,30.00,Fair,46,16,-36,-30
11,6,2,2,29,-3,26,219,2586,540,537,563,759,743,66,51,59,NNE,6,0,29.98,Fair,46,16,-14,-11
11,6,2,3,29,0,28,231,2586,570,570,598,801,788,67,50,54,NNE,5,0,29.96,Fair,41,20,-29,-29
11,6,2,2,29,-5,30,210,2586,685,680,710,895,877,68,56,65,N,3,0,29.95,Fair,28,12,7,12
11,6,2,3,29,-3,24,209,2586,710,707,731,919,903,67,44,44,WNW,16,0,29.95,Fair,28,12,5,8
11,6,2,3,29,-1,35,222,2586,950,949,984,1172,1158,60,41,49,W,15,0,29.94,Fair,31,32,0,1
11,6,2,2,29,-2,34,227,2586,960,958,992,1187,1172,60,41,49,W,15,0,29.94,Fair,31,32,-1,1
11,6,2,3,29,41,21,213,2586,1025,1066,1087,1238,1266,59,37,44,W,6,0,29.95,Fair,31,29,35,-6
11,6,2,3,29,-4,34,243,2586,1165,1161,1195,1408,1391,55,47,74,W,9,0,29.98,Fair,46,28,-27,-23
11,6,2,2,29,24,24,231,2586,1200,1224,1248,1431,1442,53,42,66,W,5,0,30.02,Fair,26,42,5,-19
11,7,3,2,29,-8,22,215,2586,1309,1301,1323,84,63,52,46,80,W,7,0,29.99,Fair,30,25,-7,1
11,7,3,3,29,-4,21,222,2586,420,416,437,642,625,61,49,64,NNE,5,0,30.05,Fair,18,21,-14,-10
11,7,3,2,29,3,23,211,2586,425,428,451,636,626,64,50,60,NE,3,0,30.04,Fair,38,27,21,18
11,7,3,3,29,-3,16,230,2586,490,487,503,720,704,65,47,52,NE,3,0,30.02,Fair,46,17,5,8
11,7,3,2,29,-4,13,219,2586,540,536,549,759,742,72,37,28,N,3,0,30.00,Fair,46,17,5,9
11,7,3,3,29,-4,21,231,2586,570,566,587,801,784,69,53,57,N,5,0,29.99,Fair,40,20,-9,-5
11,7,3,2,29,3,19,210,2586,685,688,707,895,885,70,43,38,WNW,15,0,29.99,Fair,31,14,33,30
11,7,3,3,29,-5,12,209,2586,710,705,717,919,901,58,44,60,WNW,16,0,29.98,Fair,31,14,1,6
11,7,3,3,29,3,23,222,2586,950,953,976,1172,1162,58,44,60,WNW,16,0,29.98,Fair,35,31,20,17
11,7,3,2,29,-1,20,227,2586,960,959,979,1187,1173,56,44,64,W,13,0,29.99,Fair,35,31,20,21
11,7,3,3,29,-1,29,213,2586,1019,1018,1047,1232,1218,56,39,53,CALM,0,0,30.01,Fair,33,35,22,23
11,7,3,3,29,-1,39,243,2586,1165,1164,1203,1408,1394,56,39,53,CALM,0,0,30.01,Fair,45,27,0,1
11,7,3,2,29,-7,50,231,2586,1200,1193,1243,1431,1411,61,27,27,SE,13,0,30.11,Fair,45,27,23,30
11,8,4,2,29,-10,31,215,2586,1309,1299,1330,84,61,61,49,64,NNE,5,0,30.05,Fair,30,25,15,25
11,8,4,3,29,5,20,222,2586,420,425,445,642,634,64,31,29,SSW,3,0,30.09,Fair,42,28,-5,-10
11,8,4,2,29,-1,25,211,2586,425,424,449,636,622,64,37,37,NNE,7,0,30.09,Fair,42,28,9,10
11,8,4,3,29,-5,23,230,2586,490,485,508,720,702,67,32,27,NE,6,0,30.07,Fair,49,19,-13,-8
11,8,4,2,29,-7,16,219,2586,540,533,549,759,739,67,39,36,NE,15,0,30.06,Mostly Cloudy,49,19,-15,-8
11,8,4,3,29,-3,21,231,2586,570,567,588,801,785,67,42,40,E,9,0,30.05,Mostly Cloudy,44,23,-18,-15
11,8,4,2,29,-4,15,210,2586,685,681,696,895,878,68,47,47,ENE,10,0,30.04,Haze,33,16,-2,2
11,8,4,3,29,-3,21,209,2586,710,707,728,919,903,65,43,45,ENE,6,0,30.07,Fair,33,16,13,16
11,8,4,3,29,-2,21,222,2586,950,948,969,1172,1157,65,43,45,ENE,6,0,30.07,Fair,38,33,-19,-17
11,8,4,2,29,-7,29,227,2586,960,953,982,1187,1167,65,32,29,ESE,6,0,30.08,Fair,38,33,-22,-15
11,8,4,3,29,17,20,213,2586,1019,1036,1056,1232,1236,62,22,21,ESE,12,0,30.10,Fair,35,34,37,20
11,8,4,3,29,-1,34,239,2586,1110,1109,1143,1349,1335,61,25,25,SE,10,0,30.11,Fair,40,41,9,10
11,8,4,2,29,-7,48,231,2586,1200,1193,1241,1431,1411,51,32,48,SSW,3,0,30.06,Smoke,47,30,1,8
11,9,5,3,29,-3,23,234,2586,1255,1252,1275,49,33,63,22,21,ESE,13,0,30.12,Fair,31,46,-36,-33
11,9,5,2,29,29,19,215,2586,1309,1338,1357,84,100,64,37,37,NNE,7,0,30.09,Fair,28,33,16,-13
11,9,5,3,29,-9,24,222,2586,420,411,435,642,620,65,15,15,SE,7,0,30.15,Smoke,18,25,-14,-5
11,9,5,2,29,-4,25,211,2586,425,421,446,636,619,61,20,21,SE,8,0,30.16,Smoke,40,28,-14,-10
11,9,5,3,29,-4,21,230,2586,490,486,507,720,703,65,30,27,E,3,0,30.13,Smoke,49,18,-18,-14
11,9,5,2,29,-2,19,219,2586,540,538,557,759,744,67,31,26,CALM,0,0,30.10,Smoke,49,18,-27,-25
11,9,5,3,29,-2,15,231,2586,570,568,583,801,786,66,34,30,CALM,0,0,30.07,Smoke,46,25,-43,-41
11,9,5,2,29,56,27,210,2586,685,741,768,895,938,63,40,43,NW,7,0,30.05,Smoke,20,30,46,-10
11,9,5,3,29,147,35,209,2586,710,857,892,919,1053,58,28,32,CALM,0,0,30.05,Smoke,27,45,141,-6
11,9,5,3,29,4,27,222,2586,950,954,981,1172,1163,58,28,32,CALM,0,0,30.05,Smoke,38,30,-8,-12
11,9,5,2,29,4,34,227,2586,960,964,998,1187,1178,53,28,38,S,5,0,30.07,Smoke,36,38,-3,-7
11,9,5,3,29,90,39,213,2586,1019,1109,1148,1232,1309,56,42,60,CALM,0,0,30.04,Smoke,38,40,140,50
11,9,5,3,29,107,76,239,2586,1110,1217,1293,1349,1443,58,40,51,CALM,0,0,30.02,Smoke,30,48,132,25
11,9,5,2,29,79,57,231,2586,1200,1279,1336,1431,1497,59,38,46,CALM,0,0,29.97,Smoke,32,29,94,15
11,10,6,3,29,30,38,234,2586,1255,1285,1323,49,66,51,32,48,SSW,3,0,30.06,Smoke,32,29,54,24
11,10,6,2,29,-1,27,215,2586,1309,1308,1335,84,70,61,20,21,SE,8,0,30.16,Smoke,32,29,-2,-1
11,10,6,3,29,-2,27,230,2586,490,488,515,720,705,61,36,39,CALM,0,0,29.96,Smoke,44,14,0,2
11,10,6,2,29,-7,28,219,2586,540,533,561,759,739,56,35,45,CALM,0,0,29.95,Smoke,44,14,25,32
11,10,6,2,29,-6,24,210,2586,685,679,703,895,876,56,35,45,CALM,0,0,29.95,Smoke,30,13,15,21
11,10,6,3,29,-4,16,206,2586,710,706,722,916,899,54,42,64,N,6,0,29.99,Smoke,30,13,14,18
11,10,6,3,29,-3,25,218,2586,950,947,972,1168,1152,54,42,64,N,6,0,29.99,Smoke,34,33,6,9
11,10,6,2,29,-9,25,227,2586,960,951,976,1187,1165,53,30,41,SSE,3,0,30.19,Smoke,34,33,5,14
11,10,6,3,29,9,45,239,2586,1165,1174,1219,1404,1400,50,30,46,CALM,0,0,30.20,Smoke,45,29,11,2
11,10,6,2,29,-6,44,231,2586,1200,1194,1238,1431,1412,61,28,29,ESE,8,0,30.09,Mostly Cloudy,45,29,18,24
11,11,7,3,29,-7,27,231,2586,420,413,440,651,631,66,37,34,NE,17,0,30.09,Partly Cloudy,19,25,-2,5
11,11,7,2,29,-6,19,211,2586,425,419,438,636,617,65,31,28,E,8,0,30.09,Partly Cloudy,19,25,0,6
11,11,7,3,29,-7,24,230,2586,490,483,507,720,700,66,41,40,NE,15,0,30.08,Partly Cloudy,49,19,9,16
11,11,7,2,29,-2,20,219,2586,540,538,558,759,744,65,43,45,NE,13,0,30.08,Fair,49,19,-8,-6
11,11,7,3,29,-3,16,231,2586,570,567,583,801,785,61,29,30,CALM,0,0,30.11,Smoke,39,18,-39,-36
11,11,7,2,29,-8,18,210,2586,685,677,695,895,874,61,29,30,CALM,0,0,30.11,Smoke,34,14,-3,5
11,11,7,3,29,-3,25,209,2586,710,707,732,919,903,60,39,46,CALM,0,0,30.14,Smoke,34,14,6,9
11,11,7,3,29,-2,61,222,2586,950,948,1009,1172,1157,56,31,39,S,3,0,30.17,Smoke,38,34,14,16
11,11,7,2,29,-5,41,227,2586,960,955,996,1187,1169,53,31,43,SSW,3,0,30.18,Smoke,38,34,4,9
11,11,7,3,29,25,19,213,2586,1045,1070,1089,1258,1270,51,37,59,CALM,0,0,30.33,Haze,35,34,17,-8
11,11,7,3,29,-4,26,245,2586,1100,1096,1122,1345,1328,51,37,59,CALM,0,0,30.33,Haze,40,41,11,15
11,11,7,2,29,18,39,231,2586,1200,1218,1257,1431,1436,58,27,31,ESE,3,0,30.29,Fair,30,49,24,6
11,12,1,3,29,-2,22,234,2586,1255,1253,1275,49,34,61,28,29,ESE,8,0,30.09,Mostly Cloudy,30,49,-34,-32
11,12,1,2,29,1,21,215,2586,1309,1310,1331,84,72,63,30,29,E,6,0,30.10,Fair,31,27,-11,-12
11,12,1,3,29,-3,13,222,2586,420,417,430,642,626,65,34,32,CALM,0,0,30.27,Fair,17,23,-19,-16
11,12,1,2,29,-8,15,211,2586,425,417,432,636,615,62,31,31,CALM,0,0,30.28,Haze,17,23,-16,-8
11,12,1,3,29,-5,18,230,2586,490,485,503,720,702,66,35,32,CALM,0,0,30.26,Fair,48,20,-26,-21
11,12,1,2,29,-7,16,219,2586,540,533,549,759,739,66,35,32,CALM,0,0,30.26,Fair,48,20,-26,-19
11,12,1,3,29,-4,23,231,2586,570,566,589,801,784,60,39,46,S,3,0,30.28,Haze,44,27,-36,-32
11,12,1,2,29,17,22,210,2586,685,702,724,895,899,59,34,39,S,3,0,30.30,Fair,34,14,16,-1
11,12,1,3,29,19,17,209,2586,710,729,746,919,925,56,35,45,CALM,0,0,30.30,Haze,21,30,-5,-24
11,12,1,3,29,-4,41,222,2586,950,946,987,1172,1155,55,39,55,CALM,0,0,30.30,Haze,38,34,-10,-6
11,12,1,2,29,73,38,227,2586,960,1033,1071,1187,1247,54,41,62,CALM,0,0,30.35,Partly Cloudy,36,33,62,-11
11,12,1,3,29,23,33,213,2586,1035,1058,1091,1248,1258,55,45,69,CALM,0,0,30.41,Haze,36,33,48,25
11,12,1,3,29,26,25,239,2586,1110,1136,1161,1349,1362,55,45,69,CALM,0,0,30.41,Haze,39,40,-18,-44
11,12,1,2,29,56,28,231,2586,1200,1256,1284,1431,1474,58,44,60,CALM,0,0,30.41,Haze,29,46,34,-22
11,13,2,3,29,46,19,234,2586,1255,1301,1320,49,82,61,31,32,E,5,0,30.30,Fair,30,29,1,-45
11,13,2,2,29,-7,22,215,2586,1309,1302,1324,84,64,58,27,31,ESE,3,0,30.29,Fair,30,29,-22,-15
11,13,2,3,29,-5,15,222,2586,420,415,430,642,624,59,43,55,NNE,3,0,30.36,Haze,16,21,-21,-16
11,13,2,2,29,-3,25,211,2586,425,422,447,636,620,58,41,53,CALM,0,0,30.37,Haze,39,27,0,3
11,13,2,3,29,0,34,230,2586,490,490,524,720,707,61,41,48,NE,3,0,30.36,Haze,46,17,-17,-17
11,13,2,2,29,17,20,219,2586,540,557,577,759,763,58,44,60,CALM,0,0,30.35,Haze,42,23,-5,-22
11,13,2,3,29,9,28,231,2586,570,579,607,801,797,55,41,59,SSE,3,0,30.34,Haze,42,23,-23,-32
11,13,2,2,29,-7,16,210,2586,685,678,694,895,875,56,38,51,S,3,0,30.34,Haze,32,13,-14,-7
11,13,2,3,29,0,14,209,2586,710,710,724,919,906,55,36,49,CALM,0,0,30.36,Cloudy,32,13,-4,-4
11,13,2,3,29,20,64,222,2586,950,970,1034,1172,1179,55,36,49,CALM,0,0,30.36,Cloudy,32,34,46,26
11,13,2,2,29,84,42,227,2586,960,1044,1086,1187,1258,56,42,60,CALM,0,0,30.34,Haze,30,31,98,14
11,13,2,3,29,29,41,213,2586,1025,1054,1095,1238,1254,49,34,56,S,5,0,30.20,Haze,30,31,49,20
11,13,2,3,29,28,54,243,2586,1165,1193,1247,1408,1423,56,42,60,CALM,0,0,30.34,Haze,46,29,24,-4
11,13,2,2,29,14,43,231,2586,1200,1214,1257,1431,1432,56,44,64,E,5,0,30.32,Haze,26,44,10,-4
11,14,3,2,29,-5,28,215,2586,1309,1304,1332,84,66,60,44,55,CALM,0,0,30.39,Haze,30,25,-5,0
11,14,3,3,29,-5,18,222,2586,420,415,433,642,624,61,40,46,CALM,0,0,30.22,Haze,18,22,-22,-17
11,14,3,2,29,-6,17,211,2586,425,419,436,636,617,59,42,53,N,6,0,30.26,Haze,18,22,-12,-6
11,14,3,3,29,-4,40,230,2586,490,486,526,720,703,61,40,46,CALM,0,0,30.22,Haze,46,18,-10,-6
11,14,3,2,29,-5,30,219,2586,540,535,565,759,741,59,28,31,W,9,0,30.21,Haze,46,18,-21,-16
11,14,3,3,29,-2,17,231,2586,570,568,585,801,786,59,28,31,W,9,0,30.21,Haze,41,22,-33,-31
11,14,3,2,29,57,37,210,2586,685,742,779,895,939,54,31,41,S,3,0,30.22,Haze,21,29,53,-4
11,14,3,3,29,7,17,209,2586,710,717,734,919,913,59,27,29,W,5,0,30.21,Haze,34,14,9,2
11,14,3,3,29,1,35,222,2586,950,951,986,1172,1160,54,31,41,S,3,0,30.22,Haze,37,31,-2,-3
11,14,3,2,29,21,19,227,2586,960,981,1000,1187,1195,47,30,52,SW,5,0,30.19,Haze,34,35,-14,-35
11,14,3,3,29,25,37,213,2586,1019,1044,1081,1232,1244,46,32,58,SSW,5,0,30.17,Haze,29,31,35,10
11,14,3,3,29,-3,13,243,2586,1165,1162,1175,1408,1392,54,44,69,CALM,0,0,30.16,Haze,46,27,-53,-50
11,14,3,2,29,-4,22,231,2586,1200,1196,1218,1431,1414,54,44,69,CALM,0,0,30.16,Haze,46,27,-40,-36
11,15,4,2,29,-6,20,215,2586,1309,1303,1323,84,65,59,42,53,NNE,5,0,30.29,Haze,29,26,-25,-19
11,15,4,3,29,-3,15,222,2586,420,417,432,642,626,62,37,39,CALM,0,0,30.06,Smoke,16,24,-50,-47
11,15,4,2,29,-4,22,211,2586,425,421,443,636,619,59,39,48,N,5,0,30.08,Haze,42,28,-30,-26
