Date,Departure,Arrival,POI,I/D,,,,
1.4,09:59,11:31,Nashville,0,,,,
1.4,10:00,15:25,Honolulu,0,,,,
1.4,10:00,11:27,Rochester,0,,,,
1.4,10:00,13:09,Fort Lauderdale,0,,,,
1.4,10:00,13:17,Cancun,1,,,,
1.4,10:05,11:35,Buffalo,0,,,,
1.4,10:10,11:24,Syracuse,0,,,,
1.4,10:15,13:18,Houston,0,,,,
1.4,10:17,14:46,Panama City,0,,,,
1.4,10:18,14:50,Aruba,1,,,,
1.4,10:18,13:20,Cancun,1,,,,
1.4,10:25,13:54,Salt Lake City,0,,,,
1.4,10:30,13:32,Tampa,0,,,,
1.4,10:30,13:11,Vail,0,,,,
1.4,10:30,12:51,Savannah,0,,,,
1.4,10:32,13:27,West Palm Beach,0,,,,
1.4,10:35,13:35,Cancun,1,,,,
1.4,10:41,11:57,Rochester,0,,,,
1.4,10:45,14:26,Santiago,1,,,,
1.4,11:00,14:03,Fort Lauderdale,0,,,,
1.4,11:05,14:35,Mexico City,1,,,,
1.4,11:05,14:21,Seattle,0,,,,
1.4,11:18,14:13,Cancun,1,,,,
1.4,11:20,23:20,Liege,1,,,,
1.4,11:20,07:50,Dubai,1,,,,
1.4,11:28,14:21,Orlando,0,,,,
1.4,11:30,14:21,Orlando,0,,,,
1.4,11:30,13:04,Detroit,0,,,,
1.4,11:31,14:53,Los Angeles,0,,,,
1.4,11:45,15:29,Santo Domingo,1,,,,
1.4,11:52,14:00,Charlotte,0,,,,
1.4,11:55,13:40,Raleigh/Durham,0,,,,
1.4,11:56,15:44,Santiago,1,,,,
1.4,11:57,15:05,Miami,0,,,,
1.4,11:59,14:25,Atlanta,0,,,,
1.4,12:00,15:40,San Francisco,0,,,,
1.4,12:00,15:05,Fort Lauderdale,0,,,,
1.4,12:00,15:20,Los Angeles,0,,,,
1.4,12:00,15:27,Providenciales,1,,,,
1.4,12:00,15:08,Miami,0,,,,
1.4,12:00,13:58,Beijing,1,,,,
1.4,12:00,15:24,Los Angeles,0,,,,
1.4,12:10,13:23,Martha's Vineyard,0,,,,
1.4,12:18,15:17,Cancun,1,,,,
1.4,12:30,16:12,Santo Domingo,1,,,,
1.4,12:40,15:40,Halifax,1,,,,
1.4,13:00,05:20,Istanbul,1,,,,
1.4,13:00,16:39,Santo Domingo,1,,,,
1.4,13:05,15:13,Detroit,0,,,,
1.4,13:15,16:35,Tokyo,0,,,,
1.4,13:35,16:27,Orlando,0,,,,
1.4,13:35,16:20,Phoenix,0,,,,
1.4,13:45,17:29,San Juan,1,,,,
1.4,13:45,18:45,Bogota,1,,,,
1.4,13:50,17:45,Seoul,1,,,,
1.4,13:52,16:10,Charleston,0,,,,
1.4,13:55,17:20,Seoul,1,,,,
1.4,13:57,15:12,Burlington,0,,,,
1.4,14:00,16:29,Denver,0,,,,
1.4,14:00,17:04,Tampa,0,,,,
1.4,14:10,18:26,Saint Vincent,1,,,,
1.4,14:13,16:44,Jacksonville,0,,,,
1.4,14:25,18:02,Santiago,1,,,,
1.4,14:26,16:46,Savannah,0,,,,
1.4,14:30,17:46,Miami,0,,,,
1.4,14:30,22:00,Panama City,0,,,,
1.4,14:35,17:05,New Orleans,0,,,,
1.4,14:54,18:06,Fort Lauderdale,0,,,,
1.4,14:55,16:42,Raleigh/Durham,0,,,,
1.4,14:55,16:30,Washington,0,,,,
1.4,14:55,16:30,Buffalo,0,,,,
1.4,14:55,16:23,Rochester,0,,,,
1.4,14:57,19:58,Antigua,1,,,,
1.4,15:00,16:15,Syracuse,0,,,,
1.4,15:00,16:54,Chicago,0,,,,
1.4,15:05,17:26,Minneapolis,0,,,,
1.4,15:10,18:17,Sarasota,0,,,,
1.4,15:25,18:43,Miami,0,,,,
1.4,15:29,18:33,West Palm Beach,0,,,,
1.4,15:35,18:34,Orlando,0,,,,
1.4,15:35,18:47,Fort Lauderdale,0,,,,
1.4,15:40,18:42,Orlando,0,,,,
1.4,15:45,18:21,Atlanta,0,,,,
1.4,15:45,05:45,Frankfurt,1,,,,
1.4,15:47,18:59,Fort Myers,0,,,,
1.4,15:55,18:59,Las Vegas,0,,,,
1.4,15:59,18:50,New Orleans,0,,,,
1.4,15:59,19:54,San Juan,1,,,,
1.4,16:00,18:37,Jacksonville,0,,,,
1.4,16:00,17:30,Hudson,1,,,,
1.4,16:05,19:27,Fort Myers,0,,,,
1.4,16:05,19:25,Mexico City,1,,,,
1.4,16:10,19:35,Los Angeles,0,,,,
1.4,16:18,19:40,Miami,0,,,,
1.4,16:20,20:10,Mexico City,1,,,,
1.4,16:25,19:25,Shanghai,1,,,,
1.4,16:30,20:17,Santo Domingo,1,,,,
1.4,16:30,20:09,Santiago,1,,,,
1.4,16:30,19:31,Tampa,0,,,,
1.4,16:30,19:29,Beijing,1,,,,
1.4,16:33,19:44,Miami,0,,,,
1.4,16:39,19:39,Orlando,0,,,,
1.4,16:40,20:15,Los Angeles,0,,,,
1.4,16:41,20:16,Salt Lake City,0,,,,
1.4,16:41,19:17,Atlanta,0,,,,
1.4,16:45,18:03,Boston,0,,,,
1.4,16:59,20:57,San Francisco,0,,,,
1.4,17:10,20:47,San Francisco,0,,,,
1.4,17:10,19:01,Chicago,0,,,,
1.4,17:15,20:40,Los Angeles,0,,,,
1.4,17:15,04:50,Dublin,1,,,,
1.4,17:15,22:55,Georgetown,0,,,,
1.4,17:20,20:41,Seattle,0,,,,
1.4,17:20,06:50,Amsterdam,1,,,,
1.4,17:30,19:44,Detroit,0,,,,
1.4,17:30,20:55,Austin,0,,,,
1.4,17:31,19:46,Charlotte,0,,,,
1.4,17:45,20:54,Fort Lauderdale,0,,,,
1.4,17:45,06:55,Paris,1,,,,
1.4,17:54,21:03,Fort Lauderdale,0,,,,
1.4,17:55,21:37,San Francisco,0,,,,
1.4,17:55,21:35,Seoul,1,,,,
1.4,18:00,21:49,San Francisco,0,,,,
1.4,18:00,21:45,Mexico City,1,,,,
1.4,18:15,22:40,Anchorage,0,,,,
1.4,18:15,21:15,Tokyo,0,,,,
1.4,18:20,06:20,London,1,,,,
1.4,18:24,21:58,Salt Lake City,0,,,,
1.4,18:30,08:00,Paris,1,,,,
1.4,18:30,21:44,Portland,0,,,,
1.4,18:30,19:51,Boston,0,,,,
1.4,18:30,11:00,Cairo,1,,,,
1.4,18:30,21:51,Los Angeles,0,,,,
1.4,18:30,07:45,Amsterdam,1,,,,
1.4,18:45,22:35,San Francisco,0,,,,
1.4,18:45,21:35,Las Vegas,0,,,,
1.4,18:45,21:15,Atlanta,0,,,,
1.4,18:51,21:39,Phoenix,0,,,,
1.4,18:55,22:46,San Juan,1,,,,
1.4,18:55,21:24,Savannah,0,,,,
1.4,18:59,22:51,San Juan,1,,,,
1.4,18:59,22:54,Santo Domingo,1,,,,
1.4,18:59,22:08,San Salvador,1,,,,
1.4,19:00,22:29,Los Angeles,0,,,,
1.4,19:00,22:34,Los Angeles,0,,,,
1.4,19:00,07:10,London,1,,,,
1.4,19:00,20:13,Rockford,0,,,,
1.4,19:00,09:28,Warsaw,1,,,,
1.4,19:10,22:38,Los Angeles,0,,,,
1.4,19:15,21:37,Lakeland,0,,,,
1.4,19:25,23:29,San Francisco,0,,,,
1.4,19:29,22:51,Miami,0,,,,
1.4,19:30,09:10,Paris,1,,,,
1.4,19:30,22:24,Orlando,0,,,,
1.4,19:30,13:00,Tel Aviv-Yafo,1,,,,
1.4,19:30,07:10,Dakar,1,,,,
1.4,19:30,08:35,Zurich,1,,,,
1.4,19:40,21:20,Washington,0,,,,
1.4,19:45,10:35,Rome,0,,,,
1.4,19:45,22:46,Albuquerque,0,,,,
1.4,19:45,21:44,Raleigh/Durham,0,,,,
1.4,19:45,23:48,Santiago,1,,,,
1.4,19:50,22:34,Phoenix,0,,,,
1.4,19:55,10:45,Belgrade,0,,,,
1.4,19:59,23:22,Fort Lauderdale,0,,,,
1.4,19:59,22:30,Charleston,0,,,,
1.4,19:59,21:30,Burlington,0,,,,
1.4,19:59,22:46,Jacksonville,0,,,,
1.4,19:59,23:17,Miami,0,,,,
1.4,19:59,23:08,Las Vegas,0,,,,
1.4,19:59,21:34,Rochester,0,,,,
1.4,20:00,08:10,London,1,,,,
1.4,20:00,23:46,Santiago,1,,,,
1.4,20:10,23:10,Orlando,0,,,,
1.4,20:10,08:20,London,1,,,,
1.4,20:15,22:19,Atlanta,0,,,,
1.4,20:20,09:15,Luxembourg,1,,,,
1.4,20:30,01:24,Bogota,1,,,,
1.4,20:30,09:45,Paris,1,,,,
1.4,20:30,10:15,Paris,1,,,,
1.4,20:30,08:11,London,1,,,,
1.4,20:35,00:26,Santo Domingo,1,,,,
1.4,20:40,08:30,Casablanca,1,,,,
1.4,20:55,00:18,Los Angeles,0,,,,
1.4,20:55,16:25,Doha,1,,,,
1.4,20:59,22:36,Buffalo,0,,,,
1.4,20:59,22:18,Syracuse,0,,,,
1.4,21:00,22:16,Boston,0,,,,
1.4,21:00,22:31,Buffalo,0,,,,
1.4,21:00,22:18,Syracuse,0,,,,
1.4,21:05,17:50,Abu Dhabi,1,,,,
1.4,21:05,10:55,Zurich,1,,,,
1.4,21:29,22:49,Boston,0,,,,
1.4,21:35,09:40,London,1,,,,
1.4,21:55,23:20,Memphis,0,,,,
1.4,22:00,09:37,London,1,,,,
1.4,22:00,11:20,Amsterdam,1,,,,
1.4,22:00,23:45,Toronto,1,,,,
1.4,22:30,05:20,Singapore,1,,,,
1.4,22:30,02:09,Santiago,1,,,,
1.4,22:30,00:27,Phoenix,0,,,,
1.4,22:35,11:23,Frankfurt,1,,,,
1.4,22:35,12:05,Frankfurt,1,,,,
1.4,22:37,23:55,Rockford,0,,,,
1.4,22:43,00:18,Memphis,0,,,,
1.4,22:45,12:30,Brussels,1,,,,
1.4,22:47,01:42,Indianapolis,0,,,,
1.4,22:50,00:52,Louisville,0,,,,
1.4,23:00,19:45,Dubai,1,,,,
1.4,23:00,02:41,Santo Domingo,1,,,,
1.4,23:00,09:15,Sao Paulo,1,,,,
1.4,23:05,23:55,Philadelphia,0,,,,
1.4,23:10,00:51,Cincinnati,0,,,,
1.4,23:20,06:05,Lima,1,,,,
1.4,23:30,00:43,Hamilton,1,,,,
1.4,23:47,17:35,Tel Aviv-Yafo,1,,,,
1.4,23:55,13:50,Accra,1,,,,
1.4,23:59,03:41,Aguadilla,0,,,,
2.4,22:47,01:42,Indianapolis,0,,,,
2.4,23:47,17:35,Tel Aviv-Yafo,1,,,,
2.4,23:55,13:50,Accra,1,,,,
2.4,23:59,03:41,Aguadilla,0,,,,
2.4,23:59,03:41,San Juan,1,,,,
2.4,01:00,20:30,Doha,1,,,,
2.4,01:25,05:15,Taipei,1,,,,
2.4,01:48,05:09,Guadalajara,1,,,,
2.4,02:10,07:00,Bogota,1,,,,
2.4,02:12,06:41,Panama City,0,,,,
2.4,04:10,07:05,San Salvador,1,,,,
2.4,04:35,18:15,Milan,1,,,,
2.4,04:45,16:41,Brandon,1,,,,
2.4,04:50,20:35,Cairo,1,,,,
2.4,05:01,08:29,Santiago,1,,,,
2.4,05:01,08:38,Santo Domingo,1,,,,
2.4,05:05,08:12,Miami,0,,,,
2.4,05:35,08:36,Fort Lauderdale,0,,,,
2.4,05:55,09:27,Santiago,1,,,,
2.4,06:00,09:21,Los Angeles,0,,,,
2.4,06:00,08:33,Atlanta,0,,,,
2.4,06:00,09:00,Cancun,1,,,,
2.4,06:00,09:47,San Juan,1,,,,
2.4,08:40,13:20,Anchorage,0,,,,
2.4,06:01,09:46,Port Au Prince,1,,,,
2.4,06:01,08:50,Kingston,1,,,,
2.4,06:20,18:25,Leicestershire,1,,,,
2.4,06:29,07:59,Cincinnati,0,,,,
2.4,06:30,09:30,Miami,0,,,,
2.4,06:45,07:54,Boston,0,,,,
2.4,06:50,10:39,Saint Thomas,0,,,,
2.4,06:55,10:33,Salt Lake City,0,,,,
2.4,06:59,10:24,Los Angeles,0,,,,
2.4,07:00,10:04,Fort Lauderdale,0,,,,
2.4,07:00,12:40,Georgetown,0,,,,
2.4,07:00,12:51,Georgetown,0,,,,
2.4,07:00,10:17,Fort Myers,0,,,,
2.4,07:05,10:08,Tampa,0,,,,
2.4,07:10,10:18,Miami,0,,,,
2.4,07:10,09:43,Jacksonville,0,,,,
2.4,07:10,10:17,Fort Lauderdale,0,,,,
2.4,07:10,10:33,Seattle,0,,,,
2.4,07:15,09:33,Minneapolis,0,,,,
2.4,07:15,20:15,Liege,1,,,,
2.4,07:19,10:13,Orlando,0,,,,
2.4,07:20,10:34,Los Angeles,0,,,,
2.4,07:25,10:34,Fort Myers,0,,,,
2.4,07:30,11:08,San Francisco,0,,,,
2.4,07:30,11:55,Aruba,1,,,,
2.4,07:30,10:50,Austin,0,,,,
2.4,07:41,10:50,Cancun,1,,,,
2.4,07:45,11:13,San Diego,0,,,,
2.4,07:46,12:30,Aruba,1,,,,
2.4,07:50,10:30,Denver,0,,,,
2.4,07:53,11:38,Punta Cana,1,,,,
2.4,07:59,11:08,Miami,0,,,,
2.4,07:59,09:53,Fort Worth,0,,,,
2.4,07:59,11:56,San Francisco,0,,,,
2.4,07:59,11:38,San Francisco,0,,,,
2.4,08:00,11:43,Santo Domingo,1,,,,
2.4,08:00,09:43,Raleigh/Durham,0,,,,
2.4,08:00,11:05,Bermuda,1,,,,
2.4,08:00,11:50,Santiago,1,,,,
2.4,08:00,11:58,Saint Thomas,0,,,,
2.4,08:00,11:28,Los Angeles,0,,,,
2.4,08:00,11:23,Los Angeles,0,,,,
2.4,08:00,11:07,Fort Lauderdale,0,,,,
2.4,08:00,10:35,Jacksonville,0,,,,
2.4,08:01,11:09,San Diego,0,,,,
2.4,08:05,11:57,San Juan,1,,,,
2.4,08:05,10:59,Montego Bay,1,,,,
2.4,08:05,11:11,Dallas,0,,,,
2.4,08:10,12:16,Punta Cana,1,,,,
2.4,08:15,22:07,Leipzig/Halle,1,,,,
2.4,08:15,19:44,London,1,,,,
2.4,08:20,12:18,Punta Cana,1,,,,
2.4,08:20,10:59,Atlanta,0,,,,
2.4,08:20,11:47,San Jose,0,,,,
2.4,08:25,11:10,New Orleans,0,,,,
2.4,08:30,12:28,Saint Thomas,0,,,,
2.4,08:30,11:29,Tampa,0,,,,
2.4,08:30,11:49,Austin,0,,,,
2.4,08:30,12:22,Santo Domingo,1,,,,
2.4,08:30,11:38,Montego Bay,1,,,,
2.4,08:30,11:30,Orlando,0,,,,
2.4,08:30,09:57,Memphis,0,,,,
2.4,08:35,11:40,Las Vegas,0,,,,
2.4,08:36,11:45,Bermuda,1,,,,
2.4,08:40,11:44,Sarasota,0,,,,
2.4,08:42,12:30,Providenciales,1,,,,
2.4,08:45,12:55,Sint Maarten,1,,,,
2.4,08:55,10:59,Louisville,0,,,,
2.4,09:00,10:45,Chicago,0,,,,
2.4,09:00,13:15,Antigua,1,,,,
2.4,09:00,13:31,Saint Lucia,1,,,,
2.4,09:00,12:23,Seattle,0,,,,
2.4,09:00,11:12,Charleston,0,,,,
2.4,09:00,12:01,West Palm Beach,0,,,,
2.4,09:00,12:56,San Juan,1,,,,
2.4,09:00,11:50,Kingston,1,,,,
2.4,09:05,12:30,Los Angeles,0,,,,
2.4,09:05,11:01,Detroit,0,,,,
2.4,09:07,12:15,Cancun,1,,,,
2.4,09:10,10:57,Raleigh/Durham,0,,,,
2.4,09:10,10:39,Memphis,0,,,,
2.4,09:10,12:10,Montego Bay,1,,,,
2.4,09:15,10:58,Chicago,0,,,,
2.4,09:15,12:45,Seoul,1,,,,
2.4,09:20,12:02,Phoenix,0,,,,
2.4,09:29,12:50,Nassau,0,,,,
2.4,09:30,10:42,Boston,0,,,,
2.4,09:30,12:30,Fort Lauderdale,0,,,,
2.4,09:35,12:52,San Jose Cabo,1,,,,
2.4,09:35,12:58,Seattle,0,,,,
2.4,09:37,11:50,Detroit,0,,,,
2.4,09:40,13:01,Salt Lake City,0,,,,
2.4,09:42,12:05,Charleston,0,,,,
2.4,09:45,12:22,Atlanta,0,,,,
2.4,09:45,12:34,Las Vegas,0,,,,
2.4,09:45,11:15,Buffalo,0,,,,
2.4,09:49,13:27,Santiago,1,,,,
2.4,09:50,11:04,Syracuse,0,,,,
2.4,09:55,11:22,Rochester,0,,,,
2.4,09:59,13:25,Key West,0,,,,
2.4,10:00,11:25,Charlottesville,0,,,,
2.4,10:00,13:55,Hong Kong,1,,,,
2.4,10:00,13:20,Cancun,1,,,,
2.4,10:00,15:40,Guayaquil,1,,,,
2.4,10:15,13:18,Houston,0,,,,
2.4,10:17,14:46,Panama City,0,,,,
2.4,10:18,14:50,Aruba,1,,,,
2.4,10:18,13:20,Cancun,1,,,,
2.4,10:25,13:54,Salt Lake City,0,,,,
2.4,10:30,13:32,Tampa,0,,,,
2.4,10:30,11:54,Charlottesville,0,,,,
2.4,10:30,13:11,Vail,0,,,,
2.4,10:30,12:51,Savannah,0,,,,
2.4,10:30,13:36,Miami,0,,,,
2.4,10:32,13:27,West Palm Beach,0,,,,
2.4,10:41,11:57,Rochester,0,,,,
2.4,10:45,14:05,Anchorage,0,,,,
2.4,10:45,14:26,Santiago,1,,,,
2.4,11:00,14:18,Los Angeles,0,,,,
2.4,11:00,14:03,Fort Lauderdale,0,,,,
2.4,11:05,14:35,Mexico City,1,,,,
2.4,11:05,14:21,Seattle,0,,,,
2.4,11:18,14:13,Cancun,1,,,,
2.4,11:20,07:50,Dubai,1,,,,
2.4,11:28,14:21,Orlando,0,,,,
2.4,11:30,15:03,Puerto Plata,1,,,,
2.4,11:30,14:21,Orlando,0,,,,
2.4,11:31,14:53,Los Angeles,0,,,,
2.4,11:40,12:33,Philadelphia,0,,,,
2.4,11:41,13:49,Charlotte,0,,,,
2.4,11:45,15:29,Santo Domingo,1,,,,
2.4,11:55,13:40,Raleigh/Durham,0,,,,
2.4,11:56,15:44,Santiago,1,,,,
2.4,11:57,15:05,Miami,0,,,,
2.4,11:59,14:25,Atlanta,0,,,,
2.4,12:00,15:20,Los Angeles,0,,,,
2.4,12:00,15:40,San Francisco,0,,,,
2.4,12:00,15:05,Fort Lauderdale,0,,,,
2.4,12:00,15:08,Miami,0,,,,
2.4,12:10,13:23,Martha's Vineyard,0,,,,
2.4,12:18,15:17,Cancun,1,,,,
2.4,12:25,14:21,Houston,0,,,,
2.4,12:30,12:00,Delhi,1,,,,
2.4,12:30,16:12,Santo Domingo,1,,,,
2.4,12:55,15:25,Halifax,1,,,,
2.4,13:00,05:20,Istanbul,1,,,,
2.4,13:00,14:40,Beijing,1,,,,
2.4,13:00,16:39,Santo Domingo,1,,,,
2.4,13:05,15:13,Detroit,0,,,,
2.4,13:15,16:35,Tokyo,0,,,,
2.4,13:30,16:33,Miami,0,,,,
2.4,13:30,15:10,Tel Aviv-Yafo,1,,,,
2.4,13:35,16:27,Orlando,0,,,,
2.4,13:45,17:29,San Juan,1,,,,
2.4,13:45,18:45,Bogota,1,,,,
2.4,13:52,16:10,Charleston,0,,,,
2.4,13:55,17:20,Seoul,1,,,,
2.4,14:00,17:19,Los Angeles,0,,,,
2.4,14:00,16:29,Denver,0,,,,
2.4,14:13,16:44,Jacksonville,0,,,,
2.4,14:25,18:02,Santiago,1,,,,
2.4,14:26,16:46,Savannah,0,,,,
2.4,14:35,17:05,New Orleans,0,,,,
2.4,14:54,18:06,Fort Lauderdale,0,,,,
2.4,14:55,16:30,Washington,0,,,,
2.4,14:55,16:30,Buffalo,0,,,,
2.4,14:55,16:23,Rochester,0,,,,
2.4,14:55,16:42,Raleigh/Durham,0,,,,
2.4,15:00,16:15,Syracuse,0,,,,
2.4,15:05,17:26,Minneapolis,0,,,,
2.4,15:10,18:17,Sarasota,0,,,,
2.4,15:15,17:29,Charleston,0,,,,
2.4,15:25,18:43,Miami,0,,,,
2.4,15:29,18:33,West Palm Beach,0,,,,
2.4,15:31,21:18,Guayaquil,1,,,,
2.4,15:35,18:47,Fort Lauderdale,0,,,,
2.4,15:35,18:34,Orlando,0,,,,
2.4,15:40,18:42,Orlando,0,,,,
2.4,15:45,18:49,Tampa,0,,,,
2.4,15:45,18:22,Atlanta,0,,,,
2.4,15:45,05:45,Frankfurt,1,,,,
2.4,15:47,18:59,Fort Myers,0,,,,
2.4,15:50,21:27,Georgetown,0,,,,
2.4,15:55,18:59,Las Vegas,0,,,,
2.4,15:59,19:54,San Juan,1,,,,
2.4,15:59,18:50,New Orleans,0,,,,
2.4,16:00,18:37,Jacksonville,0,,,,
2.4,16:00,17:14,Philadelphia,0,,,,
2.4,16:00,19:55,Seoul,1,,,,
2.4,16:05,19:27,Fort Myers,0,,,,
2.4,16:10,19:35,Los Angeles,0,,,,
2.4,16:20,20:10,Mexico City,1,,,,
2.4,16:30,19:31,Tampa,0,,,,
2.4,16:30,19:17,Beijing,1,,,,
2.4,16:30,20:09,Santiago,1,,,,
2.4,16:30,20:17,Santo Domingo,1,,,,
2.4,16:33,19:44,Miami,0,,,,
2.4,16:39,19:39,Orlando,0,,,,
2.4,16:40,20:15,Los Angeles,0,,,,
2.4,16:41,19:17,Atlanta,0,,,,
2.4,16:41,20:16,Salt Lake City,0,,,,
2.4,16:45,18:03,Boston,0,,,,
2.4,16:55,20:20,Tokyo,0,,,,
2.4,16:55,20:19,Tokyo,0,,,,
