Date,Departure,Arrival,POI,I/D,,,,
5.4,10:00,13:20,Cancun,1,,,,
5.4,10:00,15:40,Guayaquil,1,,,,
5.4,10:00,14:35,Medellin,1,,,,
5.4,10:00,15:25,Honolulu,0,,,,
5.4,10:00,12:55,Orlando,0,,,,
5.4,10:00,13:11,Fort Myers,0,,,,
5.4,10:00,13:57,Cartagena,1,,,,
5.4,10:05,14:35,Mexico City,1,,,,
5.4,10:15,13:18,Houston,0,,,,
5.4,10:17,14:46,Panama City,0,,,,
5.4,10:18,13:20,Cancun,1,,,,
5.4,10:25,13:54,Salt Lake City,0,,,,
5.4,10:30,13:32,Tampa,0,,,,
5.4,10:30,14:06,San Francisco,0,,,,
5.4,10:30,13:11,Vail,0,,,,
5.4,10:30,12:51,Savannah,0,,,,
5.4,10:30,13:36,Miami,0,,,,
5.4,10:30,13:37,Miami,0,,,,
5.4,10:32,13:27,West Palm Beach,0,,,,
5.4,10:41,11:57,Rochester,0,,,,
5.4,10:45,14:26,Santiago,1,,,,
5.4,11:00,14:18,Los Angeles,0,,,,
5.4,11:00,14:03,Fort Lauderdale,0,,,,
5.4,11:05,14:21,Seattle,0,,,,
5.4,11:20,13:20,Toronto,1,,,,
5.4,11:20,07:50,Dubai,1,,,,
5.4,11:28,14:21,Orlando,0,,,,
5.4,11:30,14:21,Orlando,0,,,,
5.4,11:30,15:03,Puerto Plata,1,,,,
5.4,11:41,13:49,Charlotte,0,,,,
5.4,11:45,15:29,Santo Domingo,1,,,,
5.4,11:45,14:45,Cancun,1,,,,
5.4,11:55,13:40,Raleigh/Durham,0,,,,
5.4,11:56,15:44,Santiago,1,,,,
5.4,11:57,15:05,Miami,0,,,,
5.4,11:59,14:25,Atlanta,0,,,,
5.4,12:00,15:05,Fort Lauderdale,0,,,,
5.4,12:00,15:20,Los Angeles,0,,,,
5.4,12:00,15:40,San Francisco,0,,,,
5.4,12:00,15:08,Miami,0,,,,
5.4,12:00,14:56,West Palm Beach,0,,,,
5.4,12:10,13:23,Martha's Vineyard,0,,,,
5.4,12:30,16:12,Santo Domingo,1,,,,
5.4,13:00,05:20,Istanbul,1,,,,
5.4,13:00,16:39,Santo Domingo,1,,,,
5.4,13:05,15:13,Detroit,0,,,,
5.4,13:15,16:35,Tokyo,0,,,,
5.4,13:30,16:33,Miami,0,,,,
5.4,13:30,16:33,Fort Lauderdale,0,,,,
5.4,13:35,16:27,Orlando,0,,,,
5.4,13:45,17:29,San Juan,1,,,,
5.4,13:45,18:45,Bogota,1,,,,
5.4,13:50,17:45,Seoul,1,,,,
5.4,13:52,16:10,Charleston,0,,,,
5.4,13:55,17:20,Seoul,1,,,,
5.4,14:00,17:19,Los Angeles,0,,,,
5.4,14:00,16:29,Denver,0,,,,
5.4,14:13,16:44,Jacksonville,0,,,,
5.4,14:25,18:02,Santiago,1,,,,
5.4,14:26,16:46,Savannah,0,,,,
5.4,14:35,17:05,New Orleans,0,,,,
5.4,14:35,05:25,Belgrade,0,,,,
5.4,14:54,18:06,Fort Lauderdale,0,,,,
5.4,14:55,16:23,Rochester,0,,,,
5.4,14:55,16:30,Buffalo,0,,,,
5.4,14:55,16:30,Washington,0,,,,
5.4,14:55,16:42,Raleigh/Durham,0,,,,
5.4,15:00,16:15,Syracuse,0,,,,
5.4,15:05,17:26,Minneapolis,0,,,,
5.4,15:10,18:17,Sarasota,0,,,,
5.4,15:20,20:10,Mexico City,1,,,,
5.4,15:25,18:43,Miami,0,,,,
5.4,15:29,18:33,West Palm Beach,0,,,,
5.4,15:31,21:18,Guayaquil,1,,,,
5.4,15:35,18:34,Orlando,0,,,,
5.4,15:35,18:47,Fort Lauderdale,0,,,,
5.4,15:40,18:42,Orlando,0,,,,
5.4,15:45,18:21,Atlanta,0,,,,
5.4,15:45,18:49,Tampa,0,,,,
5.4,15:45,05:45,Frankfurt,1,,,,
5.4,15:45,18:35,Kingston,1,,,,
5.4,15:47,18:59,Fort Myers,0,,,,
5.4,15:50,21:27,Georgetown,0,,,,
5.4,15:55,18:59,Las Vegas,0,,,,
5.4,15:59,18:50,New Orleans,0,,,,
5.4,15:59,19:54,San Juan,1,,,,
5.4,16:00,18:37,Jacksonville,0,,,,
5.4,16:05,19:27,Fort Myers,0,,,,
5.4,16:10,19:35,Los Angeles,0,,,,
5.4,16:25,19:25,Shanghai,1,,,,
5.4,16:30,19:31,Tampa,0,,,,
5.4,16:30,20:17,Santo Domingo,1,,,,
5.4,16:30,20:09,Santiago,1,,,,
5.4,16:33,19:44,Miami,0,,,,
5.4,16:39,19:39,Orlando,0,,,,
5.4,16:41,20:16,Salt Lake City,0,,,,
5.4,16:41,19:17,Atlanta,0,,,,
5.4,16:45,18:03,Boston,0,,,,
5.4,16:55,20:10,Los Angeles,0,,,,
5.4,16:59,20:57,San Francisco,0,,,,
5.4,17:00,20:30,Los Angeles,0,,,,
5.4,17:00,19:10,Charleston,0,,,,
5.4,17:00,07:35,Rome,0,,,,
5.4,17:00,20:20,Miami,0,,,,
5.4,17:10,20:47,San Francisco,0,,,,
5.4,17:10,19:01,Chicago,0,,,,
5.4,17:15,04:50,Dublin,1,,,,
5.4,17:15,20:40,Los Angeles,0,,,,
5.4,17:20,06:50,Amsterdam,1,,,,
5.4,17:20,20:41,Seattle,0,,,,
5.4,17:30,19:45,Charlotte,0,,,,
5.4,17:30,19:44,Detroit,0,,,,
5.4,17:30,21:19,San Francisco,0,,,,
5.4,17:30,20:55,Austin,0,,,,
5.4,17:35,06:55,Paris,1,,,,
5.4,17:35,07:45,Milan,1,,,,
5.4,17:54,21:03,Fort Lauderdale,0,,,,
5.4,17:54,20:45,Phoenix,0,,,,
5.4,17:55,21:35,Seoul,1,,,,
5.4,17:55,21:37,San Francisco,0,,,,
5.4,17:59,21:08,Palm Springs,0,,,,
5.4,18:00,21:32,Los Angeles,0,,,,
5.4,18:00,07:10,Madrid,1,,,,
5.4,18:00,22:45,Mexico City,1,,,,
5.4,18:00,21:14,Fort Lauderdale,0,,,,
5.4,18:00,11:30,Tel Aviv-Yafo,1,,,,
5.4,18:10,06:20,London,1,,,,
5.4,18:24,21:58,Salt Lake City,0,,,,
5.4,18:30,19:51,Boston,0,,,,
5.4,18:30,22:00,Seattle,0,,,,
5.4,18:30,21:44,Portland,0,,,,
5.4,18:30,08:30,Maastricht,1,,,,
5.4,18:30,07:45,Amsterdam,1,,,,
5.4,18:30,08:00,Paris,1,,,,
5.4,18:30,21:48,Miami,0,,,,
5.4,18:45,21:15,Atlanta,0,,,,
5.4,18:51,21:39,Phoenix,0,,,,
5.4,18:55,22:46,San Juan,1,,,,
5.4,18:59,22:51,San Juan,1,,,,
5.4,18:59,22:54,Santo Domingo,1,,,,
5.4,18:59,22:08,San Salvador,1,,,,
5.4,19:00,22:34,Los Angeles,0,,,,
5.4,19:00,22:29,Los Angeles,0,,,,
5.4,19:10,09:05,Milan,1,,,,
5.4,19:10,22:38,Los Angeles,0,,,,
5.4,19:20,22:39,Austin,0,,,,
5.4,19:25,23:29,San Francisco,0,,,,
5.4,19:29,22:51,Miami,0,,,,
5.4,19:30,22:24,Orlando,0,,,,
5.4,19:30,09:10,Paris,1,,,,
5.4,19:40,21:20,Washington,0,,,,
5.4,19:45,23:48,Santiago,1,,,,
5.4,19:45,21:44,Raleigh/Durham,0,,,,
5.4,19:50,22:34,Phoenix,0,,,,
5.4,19:59,23:08,Las Vegas,0,,,,
5.4,19:59,23:17,Miami,0,,,,
5.4,19:59,23:22,Fort Lauderdale,0,,,,
5.4,19:59,22:30,Charleston,0,,,,
5.4,19:59,21:34,Rochester,0,,,,
5.4,19:59,22:46,Jacksonville,0,,,,
5.4,19:59,21:30,Burlington,0,,,,
5.4,20:00,23:23,Los Angeles,0,,,,
5.4,20:00,08:10,London,1,,,,
5.4,20:00,23:46,Santiago,1,,,,
5.4,20:10,23:10,Orlando,0,,,,
5.4,20:10,08:20,London,1,,,,
5.4,20:30,10:15,Paris,1,,,,
5.4,20:30,01:24,Bogota,1,,,,
5.4,20:35,00:26,Santo Domingo,1,,,,
5.4,20:40,08:30,Casablanca,1,,,,
5.4,20:55,16:25,Doha,1,,,,
5.4,20:59,22:36,Buffalo,0,,,,
5.4,20:59,22:18,Syracuse,0,,,,
5.4,21:00,22:31,Buffalo,0,,,,
5.4,21:00,22:16,Boston,0,,,,
5.4,21:05,10:55,Zurich,1,,,,
5.4,21:05,17:50,Abu Dhabi,1,,,,
5.4,21:29,22:49,Boston,0,,,,
5.4,21:35,09:40,London,1,,,,
5.4,21:55,09:50,Buenos Aires,1,,,,
5.4,22:15,12:45,Warsaw,1,,,,
5.4,22:25,09:15,Sao Paulo,1,,,,
5.4,22:30,02:09,Santiago,1,,,,
5.4,22:30,05:20,Singapore,1,,,,
5.4,22:46,09:40,Sao Paulo,1,,,,
5.4,23:00,19:45,Dubai,1,,,,
5.4,23:00,02:41,Santo Domingo,1,,,,
5.4,23:20,16:00,Istanbul,1,,,,
5.4,23:47,17:35,Tel Aviv-Yafo,1,,,,
5.4,23:50,14:40,Helsinki,1,,,,
5.4,23:55,13:50,Accra,1,,,,
5.4,23:59,03:41,San Juan,1,,,,
6.4,01:00,20:30,Doha,1,,,,
6.4,02:10,07:00,Bogota,1,,,,
6.4,02:12,06:41,Panama City,0,,,,
6.4,02:25,05:55,Seoul,1,,,,
6.4,04:10,07:05,San Salvador,1,,,,
6.4,04:35,18:15,Milan,1,,,,
6.4,05:01,08:32,Santiago,1,,,,
6.4,05:05,08:12,Miami,0,,,,
6.4,05:07,08:44,Santo Domingo,1,,,,
6.4,05:35,08:36,Fort Lauderdale,0,,,,
6.4,05:45,09:17,Santiago,1,,,,
6.4,06:00,09:21,Los Angeles,0,,,,
6.4,06:00,08:48,Phoenix,0,,,,
6.4,06:00,09:00,Cancun,1,,,,
6.4,06:00,08:33,Atlanta,0,,,,
6.4,06:00,08:05,Charlotte,0,,,,
6.4,06:01,09:49,San Juan,1,,,,
6.4,06:01,09:46,Port Au Prince,1,,,,
6.4,06:01,08:52,Kingston,1,,,,
6.4,06:20,18:25,Leicestershire,1,,,,
6.4,06:30,09:30,Miami,0,,,,
6.4,06:30,09:37,Fort Myers,0,,,,
6.4,06:55,10:33,Salt Lake City,0,,,,
6.4,07:00,10:04,Fort Lauderdale,0,,,,
6.4,07:00,08:10,Boston,0,,,,
6.4,07:00,10:17,Fort Myers,0,,,,
6.4,07:00,12:51,Georgetown,0,,,,
6.4,07:05,10:08,Tampa,0,,,,
6.4,07:10,10:17,Fort Lauderdale,0,,,,
6.4,07:10,09:43,Jacksonville,0,,,,
6.4,07:10,10:33,Seattle,0,,,,
6.4,07:10,10:18,Miami,0,,,,
6.4,07:15,09:33,Minneapolis,0,,,,
6.4,07:19,10:13,Orlando,0,,,,
6.4,07:30,11:08,San Francisco,0,,,,
6.4,07:30,10:50,Austin,0,,,,
6.4,07:30,10:30,Orlando,0,,,,
6.4,07:30,11:58,Aruba,1,,,,
6.4,07:45,11:13,San Diego,0,,,,
6.4,07:45,10:56,Cancun,1,,,,
6.4,07:45,10:45,West Palm Beach,0,,,,
6.4,07:46,12:30,Aruba,1,,,,
6.4,07:50,10:30,Denver,0,,,,
6.4,07:55,11:30,San Francisco,0,,,,
6.4,07:59,11:56,San Francisco,0,,,,
6.4,08:00,12:42,Bridgetown,1,,,,
6.4,08:00,10:56,Tampa,0,,,,
6.4,08:00,11:06,Bermuda,1,,,,
6.4,08:00,10:35,Jacksonville,0,,,,
6.4,08:00,11:50,Santiago,1,,,,
6.4,08:00,11:07,Fort Lauderdale,0,,,,
6.4,08:00,11:28,Los Angeles,0,,,,
6.4,08:00,11:13,San Diego,0,,,,
6.4,08:00,11:23,Liberia,1,,,,
6.4,08:00,10:54,Montego Bay,1,,,,
6.4,08:00,11:23,Los Angeles,0,,,,
6.4,08:00,11:09,Miami,0,,,,
6.4,08:00,11:58,Saint Thomas,0,,,,
6.4,08:04,11:07,Sarasota,0,,,,
6.4,08:05,11:14,Miami,0,,,,
6.4,08:05,11:57,San Juan,1,,,,
6.4,08:10,12:16,Punta Cana,1,,,,
6.4,08:15,11:35,Los Angeles,0,,,,
6.4,08:20,10:59,Atlanta,0,,,,
6.4,08:20,12:18,Punta Cana,1,,,,
6.4,08:22,12:50,Mexico City,1,,,,
6.4,08:25,11:10,New Orleans,0,,,,
6.4,08:25,12:27,Sint Maarten,1,,,,
6.4,08:30,11:30,Orlando,0,,,,
6.4,08:30,11:38,Montego Bay,1,,,,
6.4,08:30,12:12,San Francisco,0,,,,
6.4,08:30,12:28,Saint Thomas,0,,,,
6.4,08:30,12:22,Santo Domingo,1,,,,
6.4,08:35,11:40,Las Vegas,0,,,,
6.4,08:35,12:23,Punta Cana,1,,,,
6.4,09:00,12:14,Fort Lauderdale,0,,,,
6.4,09:00,12:01,West Palm Beach,0,,,,
6.4,09:00,12:05,Los Angeles,0,,,,
6.4,09:00,10:30,Buffalo,0,,,,
6.4,09:00,12:56,San Juan,1,,,,
6.4,09:00,13:15,Antigua,1,,,,
6.4,09:04,12:15,Cancun,1,,,,
6.4,09:10,12:10,Montego Bay,1,,,,
6.4,09:10,10:57,Raleigh/Durham,0,,,,
6.4,09:15,10:58,Chicago,0,,,,
6.4,09:20,12:02,Phoenix,0,,,,
6.4,09:30,11:39,Charleston,0,,,,
6.4,09:30,12:39,Miami,0,,,,
6.4,09:30,10:42,Boston,0,,,,
6.4,09:30,12:45,Seattle,0,,,,
6.4,09:37,11:50,Detroit,0,,,,
6.4,09:40,12:29,Las Vegas,0,,,,
6.4,09:42,12:05,Charleston,0,,,,
6.4,09:45,12:22,Atlanta,0,,,,
6.4,09:45,13:22,Santiago,1,,,,
6.4,10:00,13:00,Orlando,0,,,,
6.4,10:00,13:20,Cancun,1,,,,
6.4,10:00,12:30,Halifax,1,,,,
6.4,10:05,14:35,Mexico City,1,,,,
6.4,10:17,14:46,Panama City,0,,,,
6.4,10:18,13:20,Cancun,1,,,,
6.4,10:20,14:52,Aruba,1,,,,
6.4,10:25,13:54,Salt Lake City,0,,,,
6.4,10:30,13:36,Miami,0,,,,
6.4,10:30,14:06,San Francisco,0,,,,
6.4,10:30,12:51,Savannah,0,,,,
6.4,10:30,13:32,Tampa,0,,,,
6.4,10:32,13:27,West Palm Beach,0,,,,
6.4,10:45,14:26,Santiago,1,,,,
6.4,11:00,14:03,Fort Lauderdale,0,,,,
6.4,11:00,14:18,Los Angeles,0,,,,
6.4,11:15,14:25,Fort Myers,0,,,,
6.4,11:20,07:50,Dubai,1,,,,
6.4,11:28,14:21,Orlando,0,,,,
6.4,11:30,14:21,Orlando,0,,,,
6.4,11:30,14:34,Sarasota,0,,,,
6.4,11:41,13:49,Charlotte,0,,,,
6.4,11:45,15:29,Santo Domingo,1,,,,
6.4,11:45,14:45,Cancun,1,,,,
6.4,11:56,15:44,Santiago,1,,,,
6.4,11:57,15:05,Miami,0,,,,
6.4,11:59,14:25,Atlanta,0,,,,
6.4,12:00,15:20,Los Angeles,0,,,,
6.4,12:00,14:55,Tampa,0,,,,
6.4,12:00,15:05,Fort Lauderdale,0,,,,
6.4,12:10,13:23,Martha's Vineyard,0,,,,
6.4,12:30,16:12,Santo Domingo,1,,,,
6.4,12:30,15:37,Miami,0,,,,
6.4,13:00,05:20,Istanbul,1,,,,
6.4,13:00,16:39,Santo Domingo,1,,,,
6.4,13:05,15:13,Detroit,0,,,,
6.4,13:15,16:35,Tokyo,0,,,,
6.4,13:30,16:33,Miami,0,,,,
6.4,13:30,16:10,Chicago,0,,,,
6.4,13:35,16:27,Orlando,0,,,,
6.4,13:45,17:29,San Juan,1,,,,
6.4,13:45,18:45,Bogota,1,,,,
6.4,13:45,16:45,West Palm Beach,0,,,,
6.4,14:00,17:19,Los Angeles,0,,,,
6.4,14:00,17:04,Tampa,0,,,,
6.4,14:05,17:50,Santo Domingo,1,,,,
6.4,14:13,16:44,Jacksonville,0,,,,
6.4,14:24,16:44,Savannah,0,,,,
6.4,14:30,17:40,Miami,0,,,,
6.4,14:55,16:30,Buffalo,0,,,,
6.4,14:55,16:23,Rochester,0,,,,
6.4,14:55,16:30,Washington,0,,,,
6.4,14:55,16:42,Raleigh/Durham,0,,,,
6.4,14:56,18:37,Santiago,1,,,,
6.4,14:59,18:11,Fort Lauderdale,0,,,,
6.4,15:00,16:15,Syracuse,0,,,,
6.4,15:05,17:26,Minneapolis,0,,,,
6.4,15:05,19:25,Mexico City,1,,,,
6.4,15:20,20:10,Mexico City,1,,,,
6.4,15:25,18:43,Miami,0,,,,
6.4,15:35,18:47,Fort Lauderdale,0,,,,
6.4,15:35,18:34,Orlando,0,,,,
6.4,15:40,18:42,Orlando,0,,,,
6.4,15:45,18:21,Atlanta,0,,,,
6.4,15:45,05:45,Frankfurt,1,,,,
6.4,15:55,19:10,Fort Myers,0,,,,
6.4,15:59,19:03,West Palm Beach,0,,,,
6.4,15:59,19:55,San Juan,1,,,,
6.4,15:59,19:03,Tampa,0,,,,
6.4,16:00,18:37,Jacksonville,0,,,,
6.4,16:10,19:35,Los Angeles,0,,,,
6.4,16:30,20:09,Santiago,1,,,,
6.4,16:30,20:17,Santo Domingo,1,,,,
6.4,16:30,19:41,Miami,0,,,,
6.4,16:38,20:00,Los Angeles,0,,,,
6.4,16:39,19:39,Orlando,0,,,,
6.4,16:41,20:16,Salt Lake City,0,,,,
6.4,16:45,18:03,Boston,0,,,,
6.4,16:55,20:10,Los Angeles,0,,,,
6.4,16:59,20:57,San Francisco,0,,,,
6.4,17:00,20:30,Los Angeles,0,,,,
6.4,17:00,07:35,Rome,0,,,,
6.4,17:00,20:20,Miami,0,,,,
6.4,17:10,19:01,Chicago,0,,,,
6.4,17:15,20:40,Los Angeles,0,,,,
6.4,17:15,04:50,Dublin,1,,,,
6.4,17:20,06:50,Amsterdam,1,,,,
6.4,17:20,20:41,Seattle,0,,,,
6.4,17:30,19:45,Charlotte,0,,,,
6.4,17:30,21:19,San Francisco,0,,,,
6.4,17:30,19:44,Detroit,0,,,,
6.4,17:30,20:55,Austin,0,,,,
6.4,17:35,06:55,Paris,1,,,,
6.4,17:49,21:00,Fort Lauderdale,0,,,,
6.4,17:54,20:45,Phoenix,0,,,,
6.4,17:55,21:35,Seoul,1,,,,
6.4,18:00,22:45,Mexico City,1,,,,
6.4,18:00,21:14,Fort Lauderdale,0,,,,
6.4,18:00,21:32,Los Angeles,0,,,,
6.4,18:10,06:20,London,1,,,,
6.4,18:15,21:15,Tokyo,0,,,,
6.4,18:30,22:10,San Francisco,0,,,,
6.4,18:30,21:48,Miami,0,,,,
6.4,18:30,22:00,Seattle,0,,,,
6.4,18:30,07:45,Amsterdam,1,,,,
6.4,18:30,08:00,Paris,1,,,,
6.4,18:45,21:15,Atlanta,0,,,,
6.4,18:59,22:51,San Juan,1,,,,
6.4,18:59,22:08,San Salvador,1,,,,
6.4,19:00,22:34,Los Angeles,0,,,,
6.4,19:00,22:23,Los Angeles,0,,,,
6.4,19:00,07:10,London,1,,,,
6.4,19:10,09:05,Milan,1,,,,
6.4,19:20,22:39,Austin,0,,,,
6.4,19:20,11:45,Moscow,1,,,,
6.4,19:25,23:29,San Francisco,0,,,,
6.4,19:29,22:51,Miami,0,,,,
6.4,19:30,22:28,Orlando,0,,,,
6.4,19:30,07:10,Dakar,1,,,,
6.4,19:30,09:10,Paris,1,,,,
6.4,19:30,23:25,San Juan,1,,,,
6.4,19:40,22:27,Phoenix,0,,,,
6.4,19:40,21:20,Washington,0,,,,
6.4,19:45,21:44,Raleigh/Durham,0,,,,
6.4,19:45,10:35,Rome,0,,,,
6.4,19:59,23:08,Las Vegas,0,,,,
6.4,19:59,23:22,Fort Lauderdale,0,,,,
6.4,19:59,22:46,Jacksonville,0,,,,
6.4,19:59,21:34,Rochester,0,,,,
6.4,19:59,21:30,Burlington,0,,,,
6.4,19:59,22:30,Charleston,0,,,,
6.4,20:00,23:46,Santiago,1,,,,
6.4,20:00,08:10,London,1,,,,
6.4,20:10,23:10,Orlando,0,,,,
6.4,20:10,08:20,London,1,,,,
6.4,20:30,10:15,Paris,1,,,,
6.4,20:30,09:45,Paris,1,,,,
6.4,20:30,01:24,Bogota,1,,,,
6.4,20:35,00:26,Santo Domingo,1,,,,
6.4,20:40,08:30,Casablanca,1,,,,
6.4,20:55,16:25,Doha,1,,,,
6.4,20:59,22:36,Buffalo,0,,,,
6.4,20:59,22:18,Syracuse,0,,,,
6.4,21:00,22:31,Buffalo,0,,,,
6.4,21:05,17:50,Abu Dhabi,1,,,,
6.4,21:29,22:49,Boston,0,,,,
6.4,21:35,09:40,London,1,,,,
6.4,22:00,23:14,Boston,0,,,,
6.4,22:00,11:20,Amsterdam,1,,,,
6.4,22:25,09:15,Sao Paulo,1,,,,
6.4,22:30,05:20,Singapore,1,,,,
6.4,22:30,02:09,Santiago,1,,,,
6.4,23:00,19:45,Dubai,1,,,,
6.4,23:00,02:43,Santo Domingo,1,,,,
6.4,23:20,16:00,Istanbul,1,,,,
6.4,23:20,06:05,Lima,1,,,,
6.4,23:47,17:35,Tel Aviv-Yafo,1,,,,
6.4,23:50,17:20,Tel Aviv-Yafo,1,,,,
6.4,23:50,03:35,San Juan,1,,,,
6.4,23:55,13:50,Accra,1,,,,
6.4,23:59,03:43,Aguadilla,0,,,,
